tarih,kat,ilk_ret,getiri_net,sonuc,hisse
2026-04-10,8.485324559193332,-0.025396825396825196,0.0027719869706840433,kapanis,OBASE
2026-05-08,10.425798739878823,-0.006736526946107824,-0.036999999999999915,stop,OFSYM
2026-05-11,8.55376415113514,-0.03535353535353536,-0.036999999999999915,stop,OFSYM
2026-04-13,8.486056813792235,-0.031397174254317095,-0.025638573743922304,kapanis,ONRYT
2026-04-14,23.0939093944757,0.010810810810810922,0.043000000000000045,hedef,ORCAY
2026-05-12,58.09008953290225,-0.010526315789473717,0.00576595744680864,kapanis,ORGE
2026-04-13,19.481953691474164,-0.027884615384615397,0.043000000000000045,hedef,OZATD
2026-04-27,45.05183770999887,0.10098039215686283,-0.007,kapanis,OZATD
2026-04-28,15.339213138094015,0.04296875,-0.037000000000000026,stop,OZSUB
2026-04-07,8.591595042974216,-0.027491408934707806,-0.036999999999999915,stop,PAMEL
2026-06-02,11.154026424798266,-0.02293333333333336,-0.004816593886462933,kapanis,PAMEL
2026-05-06,19.79342447249019,0.0,-0.007,kapanis,PATEK
2026-04-16,8.121029283620713,0.04219409282700415,-0.037000000000000026,stop,PENTA
2026-04-24,11.931538868339189,-0.002909090909090861,-0.037000000000000026,stop,PLTUR
2026-04-20,16.912318958632568,0.017114914425427896,-0.007,kapanis,PRDGS
2026-05-12,8.23443396858433,-0.08539325842696621,-0.006508599508599716,kapanis,PRKAB
2026-04-06,12.179318788217525,0.048252911813643884,-0.002238095238095255,kapanis,PRKME
2026-05-07,12.848654891505957,0.0537109375,-0.037000000000000026,stop,PRKME
2026-04-17,12.414696192501772,0.09592326139088736,-0.037000000000000026,stop,PRZMA
2026-04-07,11.663198167566094,0.0,-0.037000000000000026,stop,QNBFK
2026-04-07,12.958102336932013,-0.18090452261306533,-0.007,kapanis,QNBTR
2026-04-02,9.682237338381626,0.012345679012345512,-0.025292682926829173,kapanis,QUAGR
2026-05-07,16.735943009586734,-0.04051282051282057,0.011172100481026244,kapanis,RGYAS
2026-05-12,9.253887572035884,-0.026881720430107503,-0.013077348066298337,kapanis,RGYAS
2026-04-29,8.907359246503127,-0.024193548387096864,0.043000000000000045,hedef,RODRG
2026-04-30,12.1075651009061,-0.05059732958538299,0.043000000000000045,hedef,RODRG
2026-05-08,11.891796582956426,0.04166666666666674,-0.007,kapanis,RTALB
2026-05-11,8.015074007361777,0.030444964871194635,-0.007,kapanis,RTALB
2026-05-21,14.809549277150547,0.05381658429434388,-0.013774361646691095,kapanis,RYSAS
