tarih,hisse,kat,baseline_tl,kum_ciro_tl,tetik_bar,tetik_saat,giris,mfe_gun_kalan_%,mae_gun_kalan_%,kapanis_gun_%,mfe_5g_%,mae_5g_%,mfe_t1,mae_t1,kapanis_t1,mfe_t2,mae_t2,kapanis_t2,mfe_t3,mae_t3,kapanis_t3,mfe_t5,mae_t5,kapanis_t5
2022-11-23,INTEK,5.37,615847.0,3307802.0,1,2022-11-23 12:00,75.6,0.0,-2.78,0.0,60.71,-2.78,9.99,9.99,9.99,20.97,20.97,20.97,32.94,32.94,32.94,60.71,46.83,46.83
2022-11-24,INTEK,4.09,886112.0,3622679.0,0,2022-11-24 09:00,83.15,0.0,0.0,0.0,46.84,0.0,9.98,9.98,9.98,20.87,20.87,20.87,32.89,32.89,32.89,46.84,46.84,46.84
2022-11-30,INTEK,5.0,1310389.0,6558471.0,3,2022-11-30 17:00,111.0,0.0,0.0,0.0,46.31,0.0,10.0,10.0,10.0,20.99,20.99,20.99,33.06,33.06,33.06,18.92,7.84,7.84
2022-12-27,INTEK,19.3,2572632.0,49663603.0,2,2022-12-27 13:00,153.1,0.0,0.0,0.0,37.03,-0.07,9.99,4.51,9.41,20.31,11.04,11.04,22.14,-0.07,22.14,37.03,35.21,35.21
2023-03-31,INTEK,4.68,2157939.0,10093711.0,3,2023-03-31 17:00,215.0,1.4,0.0,1.4,2.05,-11.86,1.4,-8.74,-8.74,-9.3,-11.86,-9.3,-7.91,-9.3,-8.37,2.05,-7.44,2.05
2023-10-23,INTEK,4.55,2741777.0,12476237.0,3,2023-10-23 17:00,217.8,0.0,0.0,0.0,31.4,-1.24,9.73,-0.64,9.73,9.73,-1.24,-1.24,8.63,3.31,8.63,31.4,24.75,31.4
2023-10-24,INTEK,4.27,3326364.0,14189443.0,3,2023-10-24 17:00,239.0,0.0,0.0,0.0,19.75,-10.0,0.0,-10.0,-10.0,-1.0,-5.86,-1.0,8.87,8.87,8.87,17.99,7.78,7.78
2024-04-19,INTEK,4.25,11068848.0,47000824.0,2,2024-04-19 13:00,600.0,3.25,0.0,3.25,50.0,0.0,13.5,13.5,13.5,24.83,24.83,24.83,37.25,24.83,37.25,50.0,38.92,50.0
2024-08-29,INTEM,4.3,22041343.0,94748220.0,2,2024-08-29 11:00,259.0,2.41,-9.69,-9.65,7.92,-9.69,-0.68,-8.84,-0.68,7.92,-1.16,0.77,7.34,-3.09,2.51,3.57,-4.83,-3.09
2025-04-11,INTEM,4.28,14315124.0,61219756.0,2,2025-04-11 11:00,223.1,2.15,-5.29,-4.71,2.15,-11.25,0.4,-5.33,-4.84,-3.09,-7.22,-6.86,-6.19,-10.22,-9.23,-7.71,-11.25,-10.8
2024-09-27,INVEO,4.04,20452934.0,82536372.0,1,2024-09-27 10:00,8.73,3.44,-9.51,-8.02,3.44,-17.87,-3.89,-10.31,-6.64,-6.64,-13.52,-11.11,-12.03,-16.38,-16.38,-14.89,-17.87,-16.15
2025-05-16,INVEO,5.32,10449462.0,55561331.0,2,2025-05-16 11:00,6.65,0.0,-4.81,0.0,20.3,-6.62,9.92,3.61,9.92,20.3,0.75,0.75,7.52,-1.5,1.2,1.5,-6.62,-4.81
2025-05-20,INVEO,6.43,13075581.0,84094948.0,1,2025-05-20 10:00,7.31,0.0,-5.75,0.0,9.44,-16.14,9.44,-8.34,-8.34,-2.19,-10.4,-7.93,-5.06,-11.35,-10.94,-12.31,-16.14,-16.01
2025-05-21,INVEO,7.49,17973062.0,134688763.0,1,2025-05-21 10:00,7.81,2.43,-14.21,-14.21,2.43,-23.82,-8.45,-16.13,-13.83,-11.14,-17.03,-16.65,-13.57,-20.49,-18.95,-20.74,-23.82,-23.69
2025-08-07,INVEO,4.41,152640032.0,673903607.0,2,2025-08-07 11:00,12.84,2.02,-3.27,-0.86,14.64,-4.21,1.71,-4.21,-3.97,2.1,-2.34,-2.34,7.4,-3.82,7.4,14.64,6.0,8.33
2026-05-15,INVEO,5.83,55363219.0,322944980.0,1,2026-05-15 10:00,9.09,5.83,-4.84,-2.86,5.83,-21.01,4.51,-2.86,2.2,3.96,-7.92,-7.92,-6.27,-16.94,-16.94,-10.78,-16.39,-12.43
2024-11-27,INVES,5.04,3741575.0,18859558.0,2,2024-11-27 11:00,336.0,3.65,-3.94,-0.52,3.65,-6.1,-0.6,-4.76,-3.57,0.67,-6.1,-0.89,-0.37,-2.68,-0.45,0.07,-2.01,-0.97
2025-01-27,INVES,4.73,4754191.0,22510022.0,3,2025-01-27 12:00,259.25,0.77,-1.64,-1.25,0.77,-24.36,-0.19,-8.24,-5.96,-5.5,-11.36,-11.36,-10.59,-16.26,-15.91,-19.0,-24.36,-24.13
2025-01-31,INVES,5.26,9558421.0,50302452.0,1,2025-01-31 10:00,228.7,4.85,-7.78,-7.74,4.85,-19.76,-8.18,-14.25,-13.99,-12.16,-15.61,-15.61,-10.8,-15.83,-15.17,-17.36,-19.76,-19.15
2025-09-25,INVES,4.41,107365476.0,473530991.0,3,2025-09-25 12:00,356.75,4.91,-0.77,-0.77,8.76,-14.79,2.73,-9.81,-7.22,2.03,-9.67,2.03,8.76,-8.13,-8.13,-6.17,-14.79,-9.32
2026-03-03,INVES,4.37,29174241.0,127574588.0,2,2026-03-03 11:00,276.0,1.36,-3.99,1.36,33.51,-3.99,10.33,1.63,8.7,17.75,6.88,15.94,21.38,11.59,21.38,26.99,18.03,20.65
2026-03-04,INVES,4.14,35583014.0,147377834.0,2,2026-03-04 11:00,290.75,4.73,-1.46,3.18,26.74,-1.46,11.78,1.46,10.06,15.22,5.93,15.22,26.74,13.67,19.86,25.97,9.97,25.97
2024-06-12,ISATR,4.68,1574021.0,7369998.0,1,2024-06-12 17:00,3679997.5,0.0,0.0,0.0,8.8,-6.79,-2.72,-2.72,-2.72,-4.89,-5.68,-4.89,-6.79,-6.79,-6.79,8.8,8.13,8.8
2023-03-20,ISBIR,4.56,1790677.0,8166586.0,0,2023-03-20 09:00,72.15,0.14,0.0,0.0,5.34,-3.05,-1.04,-1.59,-1.59,-1.94,-3.05,-2.98,0.97,-2.36,0.35,5.34,-0.21,-0.21
2023-05-10,ISBIR,4.12,1239631.0,5102227.0,2,2023-05-10 13:00,73.85,0.0,-0.2,-0.2,4.27,-10.9,-2.91,-3.86,-3.52,4.27,-3.52,-1.02,4.27,-10.9,2.84,3.18,2.37,2.37
2025-03-12,ISBIR,4.74,1794080.0,8499121.0,2,2025-03-12 13:00,84.75,6.19,0.0,6.19,7.37,-10.27,7.37,3.42,3.42,3.36,0.29,1.47,3.24,0.18,0.18,-2.18,-10.27,-10.27
2020-09-21,ISBTR,4.8,477864.0,2294706.0,3,2020-09-21 17:00,9063.881,0.0,0.0,0.0,0.0,-13.67,-0.1,-10.0,-10.0,-11.24,-13.67,-11.61,-10.73,-12.0,-10.73,-7.31,-8.97,-8.97
2021-02-01,ISBTR,4.07,352985.0,1435378.0,3,2021-02-01 17:00,7234.8271,0.0,0.0,0.0,25.52,0.0,9.09,0.65,9.09,18.48,15.78,18.48,25.52,20.57,20.57,8.51,1.59,1.59
2021-02-03,ISBTR,4.12,460046.0,1894249.0,3,2021-02-03 17:00,8571.6477,0.0,0.0,0.0,5.94,-14.85,5.94,1.76,1.76,-3.71,-8.41,-8.41,-8.41,-14.26,-14.26,-9.01,-14.82,-14.82
2021-05-20,ISBTR,5.19,243813.0,1264448.0,2,2021-05-20 17:00,6958.9898,0.0,-0.28,-0.28,0.0,-11.82,-1.22,-9.39,-9.39,-9.12,-9.39,-9.12,-9.17,-10.0,-10.0,-10.0,-10.56,-10.56
2021-11-25,ISBTR,4.92,231116.0,1136277.0,2,2021-11-25 13:00,5797.3194,0.0,0.0,0.0,50.03,0.0,2.47,0.0,2.47,12.72,11.26,12.72,23.99,21.5,23.99,50.03,50.03,50.03
2021-11-29,ISBTR,4.82,331489.0,1597467.0,3,2021-11-29 17:00,6534.8205,0.0,0.0,0.0,46.41,0.0,10.0,7.79,10.0,21.0,21.0,21.0,33.1,33.1,33.1,33.1,32.47,32.47
2021-12-02,ISBTR,5.33,474933.0,2531073.0,1,2021-12-02 12:00,8697.8461,0.0,0.0,0.0,10.0,-21.94,10.0,0.0,0.0,0.0,-0.48,-0.48,-2.43,-10.43,-10.43,-19.38,-21.94,-19.38
2021-12-03,ISBTR,4.49,593955.0,2669329.0,1,2021-12-03 12:00,9567.4865,0.0,-9.09,-9.09,0.0,-29.04,-9.09,-9.52,-9.52,-11.3,-18.57,-18.57,-22.83,-26.71,-26.71,-19.38,-23.71,-19.38
2022-02-14,ISBTR,5.54,250456.0,1388607.0,1,2022-02-14 12:00,8571.6477,0.0,0.0,0.0,38.61,0.0,2.97,0.99,2.97,9.03,6.93,9.03,19.93,16.96,19.93,38.61,38.61,38.61
2022-02-17,ISBTR,4.36,425887.0,1856433.0,3,2022-02-17 17:00,10280.2232,0.0,0.0,0.0,15.58,-15.13,10.0,10.0,10.0,15.58,15.58,15.58,10.62,4.02,4.02,-14.97,-15.13,-15.13
2022-02-18,ISBTR,4.65,508029.0,2363423.0,1,2022-02-18 12:00,11308.2439,0.0,0.0,0.0,5.07,-22.85,5.07,5.07,5.07,0.57,-5.44,-5.44,-10.65,-14.81,-14.28,-15.13,-21.12,-15.13
2022-02-21,ISBTR,5.2,632934.0,3291173.0,3,2022-02-21 17:00,11881.4919,0.0,0.0,0.0,0.0,-26.57,-4.29,-10.0,-10.0,-14.96,-18.92,-18.41,-26.43,-26.57,-26.57,-11.15,-16.43,-11.15
2023-05-12,ISBTR,4.8,369206.0,1773149.0,3,2023-05-12 17:00,43250.0,0.0,0.0,0.0,0.0,-10.0,-3.12,-10.0,-3.35,-7.51,-7.51,-7.51,-4.05,-4.54,-4.54,-7.51,-7.51,-7.51
2023-06-13,ISBTR,5.37,474281.0,2547050.0,1,2023-06-13 12:00,50941.0,0.0,0.0,0.0,20.92,-5.77,10.0,10.0,10.0,20.92,17.55,17.55,17.53,5.79,5.79,0.12,-5.77,-5.77
2023-06-15,ISBTR,5.57,548631.0,3056200.0,1,2023-06-15 12:00,60750.0,0.0,-1.43,-1.43,0.0,-24.76,-1.45,-11.29,-11.29,-12.76,-20.0,-18.27,-16.05,-20.99,-20.99,-22.78,-22.78,-22.78
2023-09-01,ISBTR,6.89,758316.0,5226820.0,1,2023-09-01 12:00,76865.0,0.0,0.0,0.0,61.05,0.0,10.0,10.0,10.0,21.0,21.0,21.0,33.1,33.1,33.1,61.05,61.05,61.05
2023-09-08,ISBTR,4.03,1135289.0,4580304.0,2,2023-09-08 17:00,123792.0,0.0,0.0,0.0,61.05,0.0,10.0,10.0,10.0,21.0,21.0,21.0,33.1,33.1,33.1,61.05,61.05,61.05
2023-09-11,ISBTR,4.09,1330474.0,5446848.0,2,2023-09-11 17:00,136171.2,0.0,0.0,0.0,61.05,0.0,10.0,10.0,10.0,21.0,21.0,21.0,33.1,33.1,33.1,61.05,61.05,61.05
2023-09-15,ISBTR,5.37,1745823.0,9370301.0,2,2023-09-15 13:00,199368.1,0.0,0.0,0.0,61.05,0.0,10.0,10.0,10.0,21.0,21.0,21.0,33.1,33.1,33.1,61.05,61.05,61.05
2023-10-04,ISBTR,4.16,3930676.0,16356667.0,3,2023-10-04 17:00,308432.1,0.0,0.0,0.0,12.7,-9.54,-3.06,-3.06,-3.06,6.64,3.59,3.59,3.59,-6.77,-6.77,12.7,12.7,12.7
2024-04-19,ISBTR,4.15,3149643.0,13073792.0,3,2024-04-19 17:00,524947.5,0.0,0.0,0.0,20.87,0.0,10.0,10.0,10.0,20.87,20.0,20.01,20.77,20.01,20.01,8.96,2.87,2.87
2024-04-24,ISBTR,4.66,4082141.0,19008395.0,3,2024-04-24 17:00,633000.0,0.0,-0.47,-0.47,0.16,-14.69,0.16,-0.47,-0.47,-1.26,-5.21,-5.21,-9.64,-14.69,-14.69,-14.69,-14.69,-14.69
2025-09-19,ISBTR,4.1,3793676.0,15540775.0,3,2025-09-19 17:00,609592.5,0.0,0.0,0.0,10.0,-9.78,10.0,0.0,10.0,10.0,-1.0,-1.0,-8.05,-9.78,-8.05,-1.54,-3.21,-3.21
2024-12-10,ISDMR,4.94,106883995.0,528332574.0,1,2024-12-10 10:00,43.7,2.2,-5.77,-5.49,2.2,-7.14,-3.48,-6.68,-5.49,-3.8,-5.4,-5.13,-3.89,-6.13,-4.26,-5.26,-7.14,-6.64
2025-07-30,ISFIN,5.01,66985767.0,335625267.0,1,2025-07-30 10:00,17.16,0.0,-3.55,-0.64,7.58,-6.18,7.11,-6.18,3.61,4.78,1.17,4.78,5.3,1.17,1.86,7.58,4.08,4.49
2025-10-24,ISFIN,5.54,40053417.0,221974989.0,2,2025-10-24 11:00,19.44,0.0,-4.06,-3.81,0.51,-7.97,-3.03,-5.97,-5.61,-5.14,-7.82,-7.51,-5.56,-7.97,-6.43,0.51,-1.59,-0.98
2024-11-01,ISGSY,13.28,13830760.0,183609407.0,1,2024-11-01 10:00,26.44,0.0,-4.08,0.0,20.35,-4.08,8.55,0.08,6.73,16.79,2.72,11.5,17.1,8.4,13.46,18.91,13.77,16.57
2024-11-04,ISGSY,4.62,23015299.0,106248904.0,1,2024-11-04 10:00,28.12,2.06,-5.9,0.36,20.55,-5.9,9.82,-3.41,4.84,10.1,1.92,6.69,13.16,3.34,9.6,20.55,10.24,20.55
2024-11-12,ISGSY,4.78,65251841.0,312073632.0,2,2024-11-12 11:00,36.9,1.03,-1.9,1.03,8.35,-12.79,8.35,-3.96,-1.3,1.63,-6.72,-5.75,-3.63,-8.13,-7.75,-5.96,-12.79,-12.41
2025-05-08,ISGSY,4.74,38589572.0,182824159.0,2,2025-05-08 11:00,37.94,3.58,-11.44,-10.86,3.58,-15.71,-1.95,-12.07,-8.86,-3.64,-9.91,-9.54,-8.7,-12.76,-12.76,-12.7,-15.71,-15.71
2025-08-15,ISGSY,4.42,110151346.0,486521702.0,2,2025-08-15 11:00,67.2,1.34,-3.72,1.34,36.16,-3.72,11.46,3.05,9.45,9.67,1.34,4.39,14.81,5.28,14.81,36.16,18.3,23.74
2026-02-05,ISGSY,4.32,104659374.0,452466557.0,3,2026-02-05 12:00,89.25,2.35,-3.7,-0.78,7.17,-6.44,-0.73,-6.44,-4.87,0.78,-3.7,-0.22,7.17,-3.75,1.34,4.2,-0.95,1.74
2025-08-01,ISKPL,6.43,55242771.0,355360634.0,1,2025-08-01 10:00,5.3911,15.85,-1.79,-1.79,15.85,-12.08,-4.63,-11.59,-8.74,-5.79,-10.8,-7.58,-0.76,-9.67,-9.67,-5.4,-9.29,-6.14
2025-08-04,ISKPL,5.41,91209646.0,493673312.0,2,2025-08-04 11:00,5.0249,2.32,-5.08,-2.09,6.47,-5.67,1.07,-4.29,-0.85,6.47,-3.08,-3.08,1.89,-5.67,0.5,4.48,-0.89,4.08
2018-10-11,ISKUR,13.54,18335.0,248216.0,3,2018-10-11 17:00,16999.9,0.0,0.0,0.0,317.03,0.0,23.56,8.82,23.56,85.34,85.34,85.34,178.02,178.02,178.02,286.47,141.18,147.06
2018-10-15,ISKUR,7.55,33395.0,252067.0,1,2018-10-15 12:00,31508.4,0.0,0.0,0.0,125.0,0.0,50.0,50.0,50.0,125.0,109.47,109.47,108.52,30.12,33.3,122.16,121.81,121.81
2018-10-16,ISKUR,5.81,48789.0,283576.0,2,2018-10-16 17:00,47262.6,0.0,0.0,0.0,50.0,-13.25,50.0,39.65,39.65,39.01,-13.25,-11.13,5.79,-0.56,5.79,48.11,47.79,47.79
2018-10-17,ISKUR,6.79,62608.0,425363.0,0,2018-10-17 09:00,70893.9,0.0,-6.9,-6.9,0.0,-42.17,-7.33,-42.17,-40.76,-29.47,-33.7,-29.47,-1.26,-1.42,-1.42,-18.19,-27.98,-18.19
2019-02-05,ISKUR,4.86,77022.0,374250.0,1,2019-02-05 17:00,84750.0,0.0,0.0,0.0,20.35,0.0,20.35,20.35,20.35,16.81,16.81,16.81,16.7,12.09,12.09,7.37,7.37,7.37
2019-04-24,ISKUR,4.38,154154.0,675000.0,2,2019-04-24 17:00,224999.9,0.0,0.0,0.0,7.56,-51.02,7.56,6.51,7.56,-28.89,-40.89,-28.89,-28.89,-28.89,-28.89,-51.02,-51.02,-51.02
2020-01-24,ISKUR,4.36,313452.0,1366072.0,1,2020-01-24 13:00,274000.0,9.12,0.0,9.12,27.74,0.0,10.04,9.13,10.04,9.49,9.49,9.49,9.49,9.49,9.49,27.74,27.74,27.74
2023-09-29,ISKUR,5.2,2190973.0,11385000.0,1,2023-09-29 12:00,3795000.0,0.0,0.0,0.0,47.3,0.0,5.4,5.4,5.4,10.67,10.67,10.67,21.74,21.74,21.74,47.3,47.3,47.3
2025-11-25,ISSEN,5.22,7768349.0,40582414.0,1,2025-11-25 10:00,8.42,4.28,-7.24,-6.41,4.28,-12.0,-3.92,-9.5,-8.31,-6.89,-10.93,-10.57,-7.01,-12.0,-11.05,-7.96,-9.38,-8.43
2026-03-25,ISSEN,4.13,8579090.0,35402705.0,2,2026-03-25 11:00,8.17,1.35,-5.51,-5.26,1.35,-10.89,-2.08,-7.83,-6.49,-4.77,-10.65,-10.65,-2.57,-10.89,-6.98,-4.77,-7.96,-6.36
2026-05-15,ISSEN,4.74,15184208.0,72039680.0,2,2026-05-15 11:00,9.57,0.0,-1.99,0.0,19.54,-13.69,9.93,4.18,9.93,19.54,-0.42,4.39,7.52,-5.96,-5.96,-5.02,-9.82,-9.82
2026-05-18,ISSEN,5.21,18461136.0,96185376.0,1,2026-05-18 10:00,10.52,0.0,-5.23,0.0,8.75,-21.48,8.75,-9.41,-5.04,-2.19,-14.45,-14.45,-13.88,-21.48,-16.92,-13.59,-20.15,-17.21
2026-05-20,ISSEN,7.72,23118720.0,178487137.0,1,2026-05-20 10:00,10.95,4.47,-12.97,-8.77,4.47,-24.57,-6.03,-17.81,-17.81,-17.26,-24.57,-20.18,-16.99,-21.19,-21.19,-15.07,-20.37,-15.34
2024-07-17,ISYAT,5.51,8956101.0,49326519.0,1,2024-07-17 10:00,11.06,1.27,-5.42,-4.34,1.27,-11.3,-3.16,-7.78,-6.42,-0.9,-6.42,-3.35,-3.16,-8.14,-7.96,-7.59,-11.3,-10.85
2024-10-18,ISYAT,10.26,5083995.0,52150466.0,1,2024-10-18 10:00,8.59,3.26,-2.79,3.26,7.33,-8.38,7.33,-4.66,-3.96,-0.23,-6.87,-4.54,-3.26,-8.38,-7.57,-5.24,-7.33,-5.47
2024-11-11,ISYAT,4.08,26671483.0,108711487.0,3,2024-11-11 12:00,8.79,0.68,-3.75,-3.41,5.23,-5.01,2.39,-5.01,0.11,0.11,-4.44,-3.75,5.23,-4.44,-0.57,2.5,-1.82,-1.02
2025-02-25,ISYAT,4.35,5191401.0,22570072.0,3,2025-02-25 12:00,8.24,0.36,-9.1,-5.34,1.82,-9.1,-4.13,-8.37,-6.92,-1.7,-7.65,-3.16,1.82,-4.85,-3.76,-3.28,-4.98,-4.98
2025-04-09,ISYAT,6.35,20341625.0,129201266.0,2,2025-04-09 11:00,8.78,5.13,-3.99,-1.71,5.13,-12.19,0.23,-5.69,-5.69,-5.47,-10.02,-8.54,-3.19,-8.43,-7.4,-7.63,-12.19,-11.39
2025-05-27,ISYAT,4.05,19934017.0,80648398.0,2,2025-05-27 11:00,7.98,2.26,-2.26,-2.13,2.63,-4.89,-1.13,-4.14,-3.01,2.63,-3.13,-1.88,1.0,-3.76,-3.26,0.0,-3.13,-2.01
2025-12-09,ISYAT,4.81,7067743.0,34025608.0,2,2025-12-09 11:00,8.74,2.06,-7.32,2.06,18.42,-7.32,12.24,2.17,12.24,18.42,3.55,7.09,6.98,0.34,0.46,5.84,1.6,2.17
2025-12-10,ISYAT,6.02,12060263.0,72647573.0,1,2025-12-10 10:00,9.52,3.05,-6.2,3.05,8.72,-8.82,8.72,-4.94,-1.68,-1.79,-7.88,-7.77,-0.11,-8.82,-3.15,-5.46,-8.4,-8.3
2025-12-11,ISYAT,4.2,23152241.0,97176759.0,1,2025-12-11 10:00,10.27,0.78,-11.88,-8.86,0.78,-16.46,-8.96,-14.61,-14.51,-7.4,-15.48,-10.22,-9.93,-13.53,-13.05,-14.51,-16.46,-16.16
2026-01-29,ISYAT,4.81,29333326.0,140998554.0,2,2026-01-29 11:00,9.58,5.85,-4.49,-4.49,5.85,-7.93,1.46,-5.64,-4.49,-4.49,-7.93,-4.8,-2.92,-5.32,-4.49,0.73,-3.86,-2.71
2024-10-04,IZFAS,5.31,68545643.0,364283589.0,2,2024-10-04 11:00,12.0933,8.39,-0.83,-0.83,27.79,-5.34,3.39,-5.34,-3.17,6.5,-2.72,6.5,17.12,8.67,17.12,19.34,12.06,16.95
2025-03-10,IZINV,4.14,1859492.0,7690519.0,2,2025-03-10 11:00,43.68,0.0,0.0,0.0,8.56,-8.42,8.56,-1.79,2.75,-0.87,-6.14,-5.08,-2.7,-8.42,-4.3,-1.79,-5.86,-3.85
2025-03-11,IZINV,5.36,2244946.0,12039353.0,1,2025-03-11 10:00,42.98,10.33,-0.19,4.42,10.33,-6.93,0.74,-4.61,-3.54,-1.12,-6.93,-2.75,0.37,-5.72,-1.58,-1.12,-5.07,-3.21
2024-12-06,IZMDC,4.66,23223225.0,108218900.0,3,2024-12-06 12:00,5.54,2.35,-1.44,-0.54,10.83,-1.44,9.39,2.35,9.21,10.83,2.89,4.69,6.5,1.99,2.35,1.81,-0.36,1.81
2025-09-03,IZMDC,4.44,72346512.0,321106271.0,3,2025-09-03 12:00,7.78,12.85,-4.37,12.85,22.37,-4.37,22.37,11.18,11.7,16.71,8.23,11.18,12.85,1.67,3.6,11.7,0.13,6.04
2025-12-03,IZMDC,4.4,30252232.0,132960348.0,3,2025-12-03 12:00,6.63,0.6,-3.77,0.6,12.52,-3.77,8.45,-1.96,-1.81,7.99,-3.17,7.24,12.52,6.03,7.84,8.75,1.06,3.32
2025-12-04,IZMDC,5.21,36500704.0,190102579.0,3,2025-12-04 12:00,6.87,4.66,-5.39,-5.24,8.59,-6.55,4.22,-6.55,3.49,8.59,2.33,4.08,5.97,2.91,3.35,4.51,-0.58,3.78
2024-09-03,JANTS,4.34,118640558.0,514319257.0,2,2024-09-03 11:00,28.56,2.94,-4.97,-1.96,12.96,-6.51,-1.96,-6.51,-5.18,4.27,-5.46,4.27,12.96,3.29,3.29,9.52,0.98,2.1
2025-03-05,JANTS,4.13,57025661.0,235248442.0,2,2025-03-05 11:00,23.48,0.0,-2.47,0.0,6.81,-2.47,5.54,-2.04,1.45,5.2,0.34,2.39,5.03,1.53,3.92,6.81,2.47,4.34
2025-05-23,JANTS,4.2,53825721.0,225868956.0,3,2025-05-23 12:00,22.2,2.25,-2.25,-1.8,2.25,-10.81,-0.18,-4.05,-4.05,-2.52,-6.76,-6.58,-6.13,-9.1,-8.92,-4.32,-10.81,-9.73
2025-08-14,JANTS,4.13,130344487.0,538253372.0,3,2025-08-14 12:00,25.56,1.1,-1.56,1.1,21.28,-4.54,11.19,5.48,11.19,21.28,5.24,5.24,11.19,-0.63,1.72,-0.31,-4.54,-2.82
2025-08-18,JANTS,5.25,196370864.0,1031925774.0,2,2025-08-18 11:00,29.74,1.28,-9.55,-9.55,1.28,-17.96,-4.44,-14.59,-12.58,-9.08,-16.27,-15.53,-14.32,-17.96,-16.48,-14.32,-16.95,-16.95
2026-01-05,JANTS,4.53,47567246.0,215514003.0,2,2026-01-05 11:00,21.04,2.19,-4.47,-4.47,2.19,-7.08,-0.29,-5.18,-4.66,-3.33,-6.84,-6.51,-4.18,-7.08,-5.94,-3.9,-6.84,-6.65
2024-10-16,KAPLM,4.25,9645799.0,41010108.0,3,2024-10-16 12:00,159.0,3.14,-6.92,-5.66,29.87,-6.92,3.77,-6.67,3.77,14.15,1.76,14.15,24.53,8.99,8.99,29.87,14.59,19.81
2024-10-18,KAPLM,5.06,14300522.0,72333596.0,2,2024-10-18 11:00,175.7,3.3,-2.5,3.3,17.53,-2.56,12.69,-1.37,-1.37,8.48,-2.56,8.48,17.53,3.7,8.42,12.12,0.63,7.85
2025-02-03,KAPLM,5.15,14706556.0,75686465.0,2,2025-02-03 11:00,187.2,4.81,-1.87,1.5,4.81,-6.62,2.78,-2.56,-1.92,-0.64,-5.93,-4.75,-2.24,-6.62,-4.38,0.32,-3.26,-2.88
2026-01-16,KAPLM,4.18,72817655.0,304059826.0,3,2026-01-16 12:00,381.75,3.54,-5.04,-3.14,12.64,-8.25,0.72,-7.01,-4.91,-4.72,-8.25,-5.96,-4.06,-8.25,-5.89,12.64,1.51,11.33
2025-06-26,KAREL,4.01,34543368.0,138411935.0,2,2025-06-26 11:00,8.45,3.2,-3.67,-2.25,7.1,-4.26,1.78,-4.26,-1.07,2.37,-2.49,2.13,7.1,1.18,4.62,5.92,2.37,4.62
2025-01-10,KARTN,4.05,36935899.0,149565614.0,3,2025-01-10 12:00,113.9,0.0,0.0,0.0,7.37,-11.68,1.23,-9.92,-9.92,-0.97,-11.68,-0.97,7.37,-1.93,-1.93,3.16,-3.16,-1.4
2025-01-13,KARTN,4.12,40481733.0,166810300.0,2,2025-01-13 11:00,109.9,4.91,-6.64,-6.64,11.28,-8.46,2.64,-8.46,2.64,11.28,1.64,1.64,8.28,0.64,3.73,6.46,1.73,4.0
2025-01-14,KARTN,4.14,53497163.0,221617651.0,2,2025-01-14 11:00,110.9,1.71,-1.53,1.71,10.28,-1.53,10.28,0.72,0.72,7.3,-0.27,2.8,5.95,-0.54,1.26,3.7,-0.72,0.54
2025-05-16,KARTN,7.03,26302797.0,185036882.0,1,2025-05-16 10:00,94.15,3.51,-3.93,-3.72,3.51,-12.37,-0.16,-6.74,-5.47,-4.62,-9.56,-9.56,-8.39,-10.52,-9.51,-4.62,-12.06,-9.51
2026-01-16,KARTN,4.58,15235540.0,69802004.0,1,2026-01-16 10:00,87.3,3.09,-4.93,-4.35,3.09,-6.93,0.63,-4.58,-4.01,-3.44,-5.96,-5.73,-5.38,-6.93,-6.41,-3.84,-5.9,-5.56
2026-04-06,KARTN,4.34,18788331.0,81520772.0,1,2026-04-06 10:00,72.5,2.41,-2.41,-2.07,2.41,-11.24,-1.38,-8.34,-8.28,-2.07,-6.83,-6.34,-6.76,-10.97,-9.59,-8.55,-11.24,-11.03
2026-04-16,KARTN,4.25,38106430.0,161995201.0,3,2026-04-16 12:00,80.75,1.05,-3.41,-3.22,41.55,-5.51,6.44,-5.51,6.44,17.03,17.03,17.03,28.67,16.66,21.3,41.55,29.41,41.55
2026-04-21,KARTN,5.86,60770762.0,356060462.0,2,2026-04-21 11:00,96.75,5.63,-2.64,1.24,23.51,-2.89,10.59,-2.89,7.6,18.14,8.01,18.14,23.51,9.56,13.49,12.97,0.1,0.31
2025-02-20,KATMR,6.34,60796820.0,385514459.0,1,2025-02-20 10:00,1.6874,2.61,-6.09,-5.65,2.61,-10.43,-3.91,-9.13,-8.26,-6.09,-8.7,-7.83,-7.39,-10.43,-10.43,-7.39,-10.43,-8.7
2025-06-11,KBORU,4.32,77613954.0,335195981.0,1,2025-06-11 10:00,13.68,3.07,-6.07,-3.51,3.07,-17.76,-3.65,-10.53,-9.5,-13.45,-17.76,-13.67,-7.75,-15.5,-11.4,-0.88,-7.89,-6.51
2023-08-11,KENT,4.22,2622766.0,11055753.0,1,2023-08-11 12:00,182.4305,0.0,0.0,0.0,46.29,0.0,9.98,9.98,9.98,20.95,20.95,20.95,33.02,33.02,33.02,46.29,46.29,46.29
2023-08-17,KENT,4.27,4076879.0,17408098.0,3,2023-08-17 17:00,266.8755,0.0,0.0,0.0,46.39,0.0,0.0,0.0,0.0,10.0,9.85,10.0,20.99,20.99,20.99,46.39,46.39,46.39
