tarih,kat,aralik_pos,sonuc,getiri_net,gun,hisse
2025-01-23,8.089576942708614,0.062,stop,-0.037,1,BAYRK
2025-03-19,10.611858255950336,0.027,stop,-0.037,0,BAYRK
2025-06-05,18.857319221601877,0.063,hedef,0.093,3,BAYRK
2025-07-01,21.306711347701537,0.117,stop,-0.037,0,BAYRK
2025-09-17,17.543736359169383,0.314,hedef,0.1091991987959472,1,BAYRK
2025-10-10,10.271626360120246,0.31,stop,-0.037,1,BAYRK
2025-10-28,11.20258242854021,0.317,hedef,0.093,3,BAYRK
2025-11-21,9.055283538005753,0.104,hedef,0.12312477689872192,1,BAYRK
2025-11-24,9.848490207869094,0.153,stop,-0.037,0,BAYRK
2026-01-05,21.791731854297133,0.175,stop,-0.037,0,BAYRK
2026-03-19,28.73864334549074,0.068,stop,-0.037,1,BAYRK
2026-05-25,16.667977943512373,0.162,stop,-0.037,0,BAYRK
2026-05-26,57.626950872556584,0.14,stop,-0.037,0,BAYRK
2024-06-20,13.32664504023927,0.94,stop,-0.037,0,BEGYO
2024-07-31,9.171570331933559,0.74,stop,-0.037,2,BEGYO
2024-08-22,11.323720001024512,0.504,stop,-0.037,0,BEGYO
2024-12-11,57.47782319955922,1.011,hedef,0.093,1,BEGYO
2025-01-16,19.82326794573001,0.75,stop,-0.037,0,BEGYO
2025-02-10,16.927612373206575,0.998,stop,-0.037,4,BEGYO
2025-03-05,10.085303230583316,0.989,hedef,0.09308271298593895,3,BEGYO
2025-03-27,16.28101270561614,0.959,hedef,0.093,3,BEGYO
2025-05-12,9.040462831247336,0.771,hedef,0.093,0,BEGYO
2025-05-20,89.02825694417764,0.383,hedef,0.093,0,BEGYO
2025-06-05,9.100949626283846,0.303,stop,-0.037,0,BEGYO
2025-08-28,15.858548227224182,0.35,stop,-0.037,0,BEGYO
2025-10-24,17.807633931081003,0.149,hedef,0.1381612903225805,1,BEGYO
2025-10-28,45.14806160482424,0.185,stop,-0.037,0,BEGYO
2026-03-02,8.080475406314886,0.055,hedef,0.093,21,BEGYO
2026-03-19,32.04754221791976,0.071,stop,-0.037,1,BEGYO
2026-05-26,11.895654945596268,0.071,acik,,6,BEGYO
2026-02-25,12.900918939888692,0.948,stop,-0.037,0,BESTE
2026-03-19,14.369220535009811,0.357,hedef,0.093,2,BESTE
2026-05-04,11.52702435052431,0.532,stop,-0.037,0,BESTE
2026-05-26,173.22538443696615,0.722,stop,-0.037,0,BESTE
2024-07-05,18.648494602025078,0.333,stop,-0.037,0,BEYAZ
2024-08-07,11.900767066728735,0.783,hedef,0.093,1,BEYAZ
2024-09-18,8.835411751488596,0.534,stop,-0.037,5,BEYAZ
2024-11-11,32.59733036707453,0.401,hedef,0.093,5,BEYAZ
2025-04-08,10.381680312503779,0.374,stop,-0.037,1,BEYAZ
2025-06-05,62.12391352796969,0.19,stop,-0.037,3,BEYAZ
2025-08-07,21.94702210224397,0.6,hedef,0.12724866514111366,1,BEYAZ
2025-08-08,17.622465218144864,0.895,stop,-0.037,0,BEYAZ
2025-09-02,15.290222998497097,1.025,hedef,0.093,1,BEYAZ
2025-10-28,42.02159758615214,0.412,hedef,0.093,3,BEYAZ
2025-11-03,9.397093257973355,0.525,stop,-0.037,4,BEYAZ
2025-12-05,72.1994065840908,0.434,stop,-0.037,0,BEYAZ
2026-01-09,12.174806066496727,0.555,stop,-0.037,0,BEYAZ
2026-03-19,30.906089926010246,0.399,stop,-0.037,1,BEYAZ
2026-04-30,16.70563018717444,0.699,stop,-0.037,0,BEYAZ
2026-05-26,13.554260742898762,0.376,acik,,6,BEYAZ
2024-07-08,12.775147928994082,0.919,stop,-0.037,0,BFREN
2024-07-16,17.027643203191793,1.008,stop,-0.037,0,BFREN
2024-10-18,8.218023255813954,0.25,hedef,0.13819572953736647,1,BFREN
2024-10-21,58.78112636723296,0.57,stop,-0.037,1,BFREN
2024-10-22,11.7570379177105,0.754,stop,-0.037,0,BFREN
2025-03-03,9.631076028250934,0.079,hedef,0.093,4,BFREN
2025-04-22,27.57275100878234,0.403,stop,-0.037,0,BFREN
2025-06-02,13.287389100126742,0.303,stop,-0.037,0,BFREN
2025-06-05,14.638245674442627,0.209,stop,-0.037,3,BFREN
2025-09-02,12.345913657344555,0.659,stop,-0.037,0,BFREN
2025-10-28,18.188167083937277,0.192,stop,-0.037,9,BFREN
2025-11-19,93.18109116758485,0.376,stop,-0.037,0,BFREN
2026-03-19,9.190283400809717,0.034,stop,-0.037,5,BFREN
2026-04-15,46.849392086583734,0.229,stop,-0.037,1,BFREN
2026-05-18,8.256684491978609,0.213,stop,-0.037,0,BFREN
2026-05-26,17.88899327888993,0.088,hedef,0.093,4,BFREN
2025-01-10,31.683907674403567,0.958,stop,-0.037,0,BIENY
2025-02-28,10.28620988725065,0.318,stop,-0.037,0,BIENY
2025-04-11,13.899268390634003,0.736,hedef,0.093,1,BIENY
2025-06-05,9.713489098310378,0.942,stop,-0.037,4,BIENY
2025-09-22,8.830335298736786,0.897,stop,-0.037,0,BIENY
2025-10-28,26.410374725137004,0.53,hedef,0.093,6,BIENY
2026-01-05,12.592906092816564,0.021,stop,-0.037,2,BIENY
2026-03-02,8.20891543475915,-0.065,hedef,0.093,2,BIENY
2026-04-29,16.62746662699325,0.048,hedef,0.093,1,BIENY
2026-05-26,120.34078545607693,0.111,hedef,0.093,3,BIENY
2024-07-22,16.379300572465,0.57,stop,-0.037,0,BIGCH
2024-08-22,17.184218574778264,0.72,stop,-0.037,0,BIGCH
2024-09-17,14.434342122353552,0.163,stop,-0.037,0,BIGCH
