tarih,hisse,kat,kat_kova,en_yuksek_%,barem,stop
2026-05-21,FRMPL,13.77,8x+,7.37,+5%+,True
2026-05-22,FRMPL,4.17,3-5x,12.87,+5%+,False
2026-05-26,FRMPL,55.29,8x+,0.24,stop/<1%,True
2026-05-26,FZLGY,23.54,8x+,5.65,+5%+,False
2026-05-15,GARFA,5.29,5-8x,0.0,stop/<1%,True
2026-05-18,GARFA,6.81,5-8x,0.95,stop/<1%,True
2026-05-26,GARFA,20.98,8x+,1.11,+1%,True
2023-04-14,GATEG,19.85,8x+,2.67,+2%,False
2023-04-27,GATEG,11.48,8x+,0.0,stop/<1%,True
2023-06-19,GATEG,6.61,5-8x,3.57,+3%,False
2023-07-04,GATEG,6.09,5-8x,1.81,+1%,False
2023-08-07,GATEG,3.22,3-5x,0.0,stop/<1%,False
2023-08-29,GATEG,3.2,3-5x,3.99,+3%,False
2023-09-12,GATEG,3.31,3-5x,7.0,+5%+,False
2023-09-22,GATEG,3.07,3-5x,3.59,+3%,False
2023-09-26,GATEG,6.42,5-8x,0.07,stop/<1%,False
2023-09-28,GATEG,3.14,3-5x,0.0,stop/<1%,False
2023-10-03,GATEG,3.13,3-5x,0.07,stop/<1%,False
2023-11-22,GATEG,7.08,5-8x,0.0,stop/<1%,False
2024-02-08,GATEG,4.54,3-5x,0.31,stop/<1%,False
2024-02-12,GATEG,3.03,3-5x,2.37,+2%,False
2024-02-22,GATEG,12.69,8x+,0.0,stop/<1%,False
2024-02-23,GATEG,8.66,8x+,0.0,stop/<1%,False
2024-02-26,GATEG,12.15,8x+,9.96,+5%+,False
2024-04-25,GATEG,5.34,5-8x,0.73,stop/<1%,False
2024-05-03,GATEG,3.56,3-5x,0.38,stop/<1%,False
2024-05-07,GATEG,8.55,8x+,0.0,stop/<1%,True
2024-07-30,GATEG,7.49,5-8x,0.08,stop/<1%,False
2024-07-31,GATEG,9.63,8x+,1.58,+1%,False
2024-12-03,GATEG,6.77,5-8x,6.68,+5%+,False
2024-12-09,GATEG,3.05,3-5x,2.14,+2%,True
2024-12-19,GATEG,5.28,5-8x,0.0,stop/<1%,True
2025-01-02,GATEG,5.34,5-8x,2.31,+2%,False
2025-01-15,GATEG,4.54,3-5x,0.0,stop/<1%,False
2025-01-23,GATEG,3.31,3-5x,2.63,+2%,False
2025-02-27,GATEG,6.09,5-8x,8.66,+5%+,False
2025-02-28,GATEG,8.57,8x+,0.0,stop/<1%,True
2025-03-19,GATEG,3.71,3-5x,9.59,+5%+,False
2025-04-04,GATEG,5.71,5-8x,0.0,stop/<1%,False
2025-04-21,GATEG,4.6,3-5x,0.0,stop/<1%,False
2025-06-05,GATEG,6.95,5-8x,0.0,stop/<1%,True
2025-07-30,GATEG,6.03,5-8x,4.98,+4%,False
2025-08-01,GATEG,3.49,3-5x,0.0,stop/<1%,True
2025-08-12,GATEG,4.92,3-5x,0.0,stop/<1%,False
2025-08-21,GATEG,5.09,5-8x,0.0,stop/<1%,True
2025-09-16,GATEG,4.34,3-5x,0.0,stop/<1%,True
2025-10-07,GATEG,6.64,5-8x,0.0,stop/<1%,False
2025-10-22,GATEG,3.79,3-5x,0.0,stop/<1%,True
2025-11-25,GATEG,11.64,8x+,14.9,+5%+,False
2025-11-26,GATEG,3.28,3-5x,1.79,+1%,False
2025-11-27,GATEG,3.78,3-5x,0.72,stop/<1%,False
2025-12-11,GATEG,3.66,3-5x,0.0,stop/<1%,False
2026-01-21,GATEG,7.96,5-8x,0.0,stop/<1%,True
2026-01-29,GATEG,3.94,3-5x,0.0,stop/<1%,False
2026-01-30,GATEG,64.19,8x+,0.0,stop/<1%,True
2026-02-09,GATEG,4.09,3-5x,1.45,+1%,False
2026-04-09,GATEG,3.62,3-5x,0.0,stop/<1%,False
2026-04-17,GATEG,3.16,3-5x,0.0,stop/<1%,False
2026-05-05,GATEG,7.29,5-8x,0.0,stop/<1%,False
2026-05-15,GEDIK,37.61,8x+,0.0,stop/<1%,False
2026-05-18,GEDIK,28.58,8x+,1.35,+1%,True
2026-05-20,GEDIK,8.62,8x+,1.77,+1%,True
2026-05-26,GEDIK,8.85,8x+,0.64,stop/<1%,False
2026-05-25,GEDZA,4.52,3-5x,2.66,+2%,True
2026-05-26,GEDZA,87.62,8x+,5.53,+5%+,False
2026-05-26,GENIL,28.81,8x+,2.49,+2%,False
2026-05-26,GENKM,28.26,8x+,1.15,+1%,False
2026-06-05,GENKM,11.01,8x+,5.18,+5%+,True
2026-05-26,GENTS,9.91,8x+,0.14,stop/<1%,False
2026-05-26,GEREL,15.89,8x+,1.63,+1%,False
2026-05-26,GIPTA,15.88,8x+,11.64,+5%+,False
2026-05-08,GLBMD,3.28,3-5x,3.08,+3%,False
2026-05-11,GLBMD,6.62,5-8x,2.06,+2%,False
2026-05-26,GLBMD,24.73,8x+,0.08,stop/<1%,False
2026-05-26,GLCVY,8.32,8x+,0.0,stop/<1%,False
2026-05-26,GLRMK,13.4,8x+,0.17,stop/<1%,True
2026-05-26,GLYHO,17.67,8x+,0.2,stop/<1%,False
2026-05-21,GMTAS,18.39,8x+,0.0,stop/<1%,True
2026-05-26,GMTAS,8.44,8x+,0.97,stop/<1%,False
2026-06-03,GMTAS,3.9,3-5x,0.75,stop/<1%,True
2026-05-26,GOKNR,53.93,8x+,2.51,+2%,False
2026-05-26,GOODY,4.92,3-5x,0.18,stop/<1%,False
2026-05-12,GOZDE,9.22,8x+,1.21,+1%,False
2026-05-26,GOZDE,16.61,8x+,0.47,stop/<1%,False
2026-04-30,GRNYO,5.64,5-8x,1.07,+1%,False
2026-05-26,GRSEL,9.7,8x+,1.57,+1%,False
2026-05-26,GSDDE,4.45,3-5x,2.64,+2%,False
2026-05-18,GSDHO,8.14,8x+,5.17,+5%+,True
2026-05-26,GSDHO,8.36,8x+,2.26,+2%,False
2026-05-20,GUNDG,11.19,8x+,0.0,stop/<1%,False
2026-05-21,GUNDG,5.14,5-8x,0.0,stop/<1%,True
2026-05-22,GUNDG,9.22,8x+,7.73,+5%+,False
2026-05-25,GUNDG,19.71,8x+,0.0,stop/<1%,True
2026-05-26,GUNDG,79.9,8x+,15.72,+5%+,False
2026-05-26,GWIND,6.4,5-8x,0.81,stop/<1%,False
2026-05-26,GZNMI,52.96,8x+,2.79,+2%,True
2026-05-26,HATEK,12.24,8x+,1.22,+1%,False
2026-05-15,HATSN,4.55,3-5x,4.39,+4%,False
2026-05-26,HATSN,69.35,8x+,7.9,+5%+,False
2026-05-26,HDFGS,9.38,8x+,0.36,stop/<1%,False
2026-05-26,HEDEF,35.34,8x+,0.0,stop/<1%,True
2026-05-26,HKTM,6.91,5-8x,1.87,+1%,False
2026-05-26,HLGYO,37.59,8x+,3.48,+3%,False
2026-05-26,HOROZ,3.87,3-5x,3.11,+3%,False
2026-05-26,HRKET,26.36,8x+,0.0,stop/<1%,False
2026-06-01,HRKET,6.25,5-8x,0.0,stop/<1%,False
2026-06-02,HRKET,7.88,5-8x,0.0,stop/<1%,True
2026-06-04,HRKET,6.55,5-8x,5.31,+5%+,True
2026-05-26,HTTBT,30.61,8x+,1.34,+1%,False
2026-05-26,HUBVC,40.48,8x+,9.68,+5%+,False
2026-05-26,HUNER,38.97,8x+,0.0,stop/<1%,True
2026-05-26,HURGZ,5.92,5-8x,0.0,stop/<1%,True
2026-05-20,ICBCT,24.59,8x+,0.67,stop/<1%,True
2026-05-22,ICBCT,14.15,8x+,3.2,+3%,False
2026-05-25,ICBCT,4.12,3-5x,0.0,stop/<1%,False
2026-05-26,ICBCT,89.18,8x+,0.0,stop/<1%,True
2026-05-11,IDGYO,8.88,8x+,0.0,stop/<1%,True
2026-05-26,IDGYO,12.67,8x+,0.0,stop/<1%,False
2026-06-01,IDGYO,8.53,8x+,5.2,+5%+,False
2026-05-26,IHAAS,164.28,8x+,5.48,+5%+,False
2026-06-03,IHAAS,4.23,3-5x,0.26,stop/<1%,True
2026-04-29,IHEVA,17.35,8x+,0.0,stop/<1%,True
2026-05-08,IHGZT,6.42,5-8x,1.27,+1%,False
2026-05-12,IHGZT,3.06,3-5x,0.63,stop/<1%,True
2026-05-15,IHLAS,4.53,3-5x,0.0,stop/<1%,False
2026-05-26,IHLAS,6.02,5-8x,1.48,+1%,False
2026-05-26,IHLGM,7.86,5-8x,0.49,stop/<1%,False
2026-05-06,IHYAY,8.96,8x+,2.19,+2%,False
2026-05-26,IHYAY,16.72,8x+,1.74,+1%,False
2026-05-21,IMASM,3.13,3-5x,2.0,+2%,True
2026-05-26,IMASM,13.05,8x+,0.3,stop/<1%,False
2026-05-26,INDES,18.14,8x+,3.77,+3%,False
2026-05-26,INFO,6.67,5-8x,1.1,+1%,False
2026-05-26,INGRM,30.34,8x+,3.43,+3%,False
2023-05-09,INTEK,3.42,3-5x,10.46,+5%+,False
2023-05-15,INTEK,3.32,3-5x,15.66,+5%+,False
2023-06-23,INTEK,3.02,3-5x,2.53,+2%,False
2023-07-05,INTEK,3.61,3-5x,0.0,stop/<1%,False
2023-08-02,INTEK,3.43,3-5x,0.0,stop/<1%,False
2023-08-03,INTEK,7.5,5-8x,0.0,stop/<1%,True
2023-08-09,INTEK,6.17,5-8x,5.07,+5%+,False
2023-09-12,INTEK,7.66,5-8x,0.0,stop/<1%,True
2023-10-23,INTEK,4.01,3-5x,0.0,stop/<1%,False
2023-10-24,INTEK,6.69,5-8x,10.44,+5%+,False
2023-10-25,INTEK,3.39,3-5x,0.0,stop/<1%,True
2023-10-27,INTEK,10.26,8x+,0.0,stop/<1%,False
2023-10-30,INTEK,6.83,5-8x,5.34,+5%+,False
2023-10-31,INTEK,9.55,8x+,0.0,stop/<1%,True
2023-12-27,INTEK,4.93,3-5x,5.83,+5%+,False
2024-02-07,INTEK,3.19,3-5x,5.19,+5%+,False
2024-02-23,INTEK,4.31,3-5x,0.4,stop/<1%,False
2024-03-12,INTEK,5.15,5-8x,0.0,stop/<1%,False
2024-04-19,INTEK,4.98,3-5x,0.0,stop/<1%,True
2024-04-24,INTEK,3.15,3-5x,0.0,stop/<1%,False
2024-08-28,INTEK,3.37,3-5x,0.0,stop/<1%,False
2024-08-29,INTEK,5.75,5-8x,10.03,+5%+,False
2024-09-02,INTEK,3.04,3-5x,0.0,stop/<1%,True
2024-12-02,INTEK,4.24,3-5x,0.0,stop/<1%,False
2024-12-05,INTEK,3.99,3-5x,1.97,+1%,False
2024-12-16,INTEK,4.28,3-5x,4.81,+4%,False
2024-12-17,INTEK,3.09,3-5x,5.81,+5%+,False
2025-02-19,INTEK,3.64,3-5x,0.0,stop/<1%,False
2025-03-12,INTEK,4.39,3-5x,3.73,+3%,False
2025-03-19,INTEK,3.02,3-5x,0.0,stop/<1%,False
2025-09-24,INTEK,3.74,3-5x,3.43,+3%,False
2025-10-24,INTEK,6.19,5-8x,1.69,+1%,False
2025-11-06,INTEK,7.95,5-8x,8.58,+5%+,False
2025-12-17,INTEK,4.09,3-5x,5.65,+5%+,False
2026-01-30,INTEK,4.58,3-5x,22.22,+5%+,False
2026-03-23,INTEK,3.7,3-5x,3.35,+3%,False
2026-04-28,INTEK,3.01,3-5x,0.0,stop/<1%,True
2026-05-22,INTEK,3.67,3-5x,11.55,+5%+,False
2026-05-18,INTEM,3.78,3-5x,1.02,+1%,True
2026-05-21,INTEM,6.85,5-8x,0.58,stop/<1%,True
2026-05-26,INTEM,13.34,8x+,0.0,stop/<1%,False
2026-05-15,INVEO,24.26,8x+,2.98,+2%,True
2026-05-20,INVEO,3.76,3-5x,0.0,stop/<1%,True
2026-05-26,INVEO,6.41,5-8x,1.63,+1%,False
2026-05-22,INVES,13.08,8x+,3.73,+3%,False
2026-05-26,INVES,7.21,5-8x,0.08,stop/<1%,False
2023-03-20,ISBIR,60.72,8x+,0.14,stop/<1%,False
2023-04-03,ISBIR,8.35,8x+,0.0,stop/<1%,False
2023-05-10,ISBIR,4.45,3-5x,5.5,+5%+,False
2023-07-18,ISBIR,5.34,5-8x,0.0,stop/<1%,True
2023-09-05,ISBIR,4.38,3-5x,2.58,+2%,False
2023-10-25,ISBIR,7.72,5-8x,0.0,stop/<1%,True
2023-10-27,ISBIR,4.09,3-5x,0.0,stop/<1%,False
2024-01-29,ISBIR,3.72,3-5x,1.04,+1%,False
2024-02-05,ISBIR,3.95,3-5x,3.73,+3%,False
2024-03-05,ISBIR,3.93,3-5x,0.0,stop/<1%,True
2024-04-26,ISBIR,3.61,3-5x,1.67,+1%,False
2024-04-29,ISBIR,5.99,5-8x,1.35,+1%,False
2024-08-28,ISBIR,3.3,3-5x,3.14,+3%,False
2024-09-18,ISBIR,10.19,8x+,0.59,stop/<1%,False
2024-09-19,ISBIR,7.17,5-8x,1.92,+1%,False
2024-12-17,ISBIR,3.11,3-5x,0.0,stop/<1%,False
2025-02-27,ISBIR,3.77,3-5x,4.78,+4%,False
2025-03-12,ISBIR,7.9,5-8x,0.0,stop/<1%,True
2025-03-13,ISBIR,3.69,3-5x,1.11,+1%,False
2025-06-12,ISBIR,4.96,3-5x,2.66,+2%,False
2025-06-20,ISBIR,3.04,3-5x,0.6,stop/<1%,False
2025-07-18,ISBIR,18.26,8x+,3.09,+3%,False
2025-08-11,ISBIR,5.03,5-8x,0.0,stop/<1%,False
2025-08-12,ISBIR,3.69,3-5x,4.93,+4%,False
2025-09-16,ISBIR,3.16,3-5x,2.35,+2%,False
2025-10-06,ISBIR,3.47,3-5x,10.35,+5%+,False
2025-11-21,ISBIR,4.82,3-5x,2.11,+2%,False
2025-12-02,ISBIR,5.04,5-8x,1.96,+1%,False
2026-01-06,ISBIR,4.61,3-5x,6.51,+5%+,False
2026-01-07,ISBIR,4.29,3-5x,0.05,stop/<1%,False
2026-01-15,ISBIR,4.53,3-5x,0.96,stop/<1%,False
2026-02-16,ISBIR,3.75,3-5x,0.0,stop/<1%,True
2026-05-08,ISBIR,3.25,3-5x,0.24,stop/<1%,False
2026-05-12,ISBIR,3.16,3-5x,0.0,stop/<1%,False
2026-05-26,ISDMR,8.05,8x+,0.69,stop/<1%,False
2026-05-18,ISFIN,4.93,3-5x,1.86,+1%,False
2026-05-26,ISFIN,12.08,8x+,0.4,stop/<1%,False
2026-05-26,ISGSY,8.71,8x+,1.02,+1%,False
2026-05-15,ISGYO,5.67,5-8x,0.1,stop/<1%,True
2026-05-18,ISGYO,10.27,8x+,2.09,+2%,False
2026-05-26,ISGYO,15.87,8x+,0.58,stop/<1%,False
2026-05-20,ISKPL,3.94,3-5x,0.37,stop/<1%,True
2026-05-26,ISKPL,129.0,8x+,0.0,stop/<1%,True
2026-06-05,ISKPL,5.84,5-8x,11.05,+5%+,False
2010-08-19,ISKUR,4.26,3-5x,0.0,stop/<1%,False
2010-09-30,ISKUR,3.26,3-5x,3.32,+3%,False
2018-10-17,ISKUR,3.75,3-5x,0.0,stop/<1%,True
2020-01-24,ISKUR,3.33,3-5x,9.51,+5%+,False
2026-05-18,ISSEN,118.98,8x+,4.78,+4%,False
2026-05-20,ISSEN,34.3,8x+,3.06,+3%,True
2026-05-26,ISSEN,10.45,8x+,6.57,+5%+,False
2026-05-26,ISYAT,8.68,8x+,1.22,+1%,False
2026-05-26,IZENR,42.97,8x+,0.33,stop/<1%,True
2026-05-22,IZFAS,7.68,5-8x,5.15,+5%+,False
2026-05-26,IZFAS,19.67,8x+,0.84,stop/<1%,False
2026-05-26,IZINV,5.79,5-8x,1.16,+1%,False
2026-05-26,IZMDC,12.46,8x+,0.53,stop/<1%,False
2026-05-18,JANTS,6.55,5-8x,2.27,+2%,True
2026-05-26,JANTS,7.98,5-8x,0.8,stop/<1%,False
2026-05-26,KAPLM,19.33,8x+,2.26,+2%,True
2026-05-25,KAREL,3.19,3-5x,7.0,+5%+,False
2026-05-26,KAREL,31.21,8x+,0.0,stop/<1%,False
2026-05-26,KARTN,3.56,3-5x,0.0,stop/<1%,False
2026-06-02,KARTN,4.06,3-5x,1.06,+1%,False
2026-06-03,KARTN,7.74,5-8x,4.91,+4%,False
2026-05-26,KATMR,7.11,5-8x,0.73,stop/<1%,False
2026-05-22,KAYSE,3.51,3-5x,9.29,+5%+,False
2026-05-26,KAYSE,7.97,5-8x,1.5,+1%,False
2026-05-26,KBORU,8.19,8x+,0.0,stop/<1%,False
2026-05-26,KCAER,13.02,8x+,1.92,+1%,False
2023-02-28,KENT,10.33,8x+,0.1,stop/<1%,False
2023-03-01,KENT,4.14,3-5x,0.0,stop/<1%,True
2023-06-06,KENT,4.95,3-5x,0.0,stop/<1%,False
2023-06-15,KENT,4.58,3-5x,0.46,stop/<1%,False
2023-07-24,KENT,3.01,3-5x,0.0,stop/<1%,False
2023-07-31,KENT,4.25,3-5x,0.39,stop/<1%,False
2023-08-09,KENT,4.59,3-5x,0.0,stop/<1%,False
2023-08-10,KENT,12.95,8x+,0.0,stop/<1%,False
2023-08-11,KENT,11.16,8x+,0.18,stop/<1%,False
2023-08-14,KENT,4.33,3-5x,0.0,stop/<1%,False
2023-08-16,KENT,5.22,5-8x,0.0,stop/<1%,False
2023-10-24,KENT,7.39,5-8x,0.0,stop/<1%,False
2023-10-25,KENT,9.11,8x+,0.0,stop/<1%,False
2023-10-27,KENT,3.7,3-5x,0.0,stop/<1%,False
2023-10-30,KENT,4.83,3-5x,0.0,stop/<1%,False
2023-12-22,KENT,3.84,3-5x,2.55,+2%,False
2024-01-30,KENT,5.11,5-8x,0.0,stop/<1%,False
2024-02-15,KENT,3.1,3-5x,1.12,+1%,False
2024-03-12,KENT,4.35,3-5x,5.74,+5%+,False
2024-03-26,KENT,3.14,3-5x,0.0,stop/<1%,True
2024-07-23,KENT,4.03,3-5x,0.0,stop/<1%,False
2024-09-20,KENT,3.57,3-5x,2.6,+2%,False
2024-12-02,KENT,3.63,3-5x,0.0,stop/<1%,True
2024-12-11,KENT,3.49,3-5x,3.26,+3%,False
2024-12-13,KENT,11.12,8x+,0.0,stop/<1%,True
2025-02-10,KENT,5.48,5-8x,0.0,stop/<1%,True
2025-02-11,KENT,3.37,3-5x,4.75,+4%,False
2025-03-17,KENT,3.55,3-5x,10.7,+5%+,False
2025-08-18,KENT,8.99,8x+,0.0,stop/<1%,False
2025-08-19,KENT,9.65,8x+,0.0,stop/<1%,True
2025-11-18,KENT,4.64,3-5x,0.0,stop/<1%,True
2025-11-26,KENT,5.7,5-8x,0.0,stop/<1%,True
2026-01-15,KENT,3.19,3-5x,3.92,+3%,False
2026-01-19,KENT,4.05,3-5x,1.94,+1%,False
2026-01-29,KENT,4.39,3-5x,6.33,+5%+,False
2026-01-30,KENT,10.17,8x+,0.0,stop/<1%,True
2026-05-04,KENT,3.86,3-5x,0.0,stop/<1%,False
2026-06-01,KENT,3.29,3-5x,0.0,stop/<1%,False
2026-06-03,KENT,3.25,3-5x,0.0,stop/<1%,False
2023-04-18,KERVN,7.12,5-8x,1.01,+1%,False
2023-04-19,KERVN,8.84,8x+,0.0,stop/<1%,True
2023-06-12,KERVN,12.42,8x+,0.0,stop/<1%,False
2023-07-13,KERVN,15.19,8x+,0.0,stop/<1%,False
2023-07-18,KERVN,5.47,5-8x,0.0,stop/<1%,False
2023-10-09,KERVN,3.07,3-5x,0.0,stop/<1%,False
2023-10-24,KERVN,3.15,3-5x,7.69,+5%+,False
2023-11-15,KERVN,8.4,8x+,0.0,stop/<1%,True
2024-02-14,KERVN,6.38,5-8x,7.34,+5%+,False
2024-02-15,KERVN,8.7,8x+,0.79,stop/<1%,False
2024-02-16,KERVN,16.11,8x+,0.0,stop/<1%,False
2024-02-19,KERVN,8.11,8x+,0.0,stop/<1%,False
2024-02-20,KERVN,6.28,5-8x,0.0,stop/<1%,False
2024-02-21,KERVN,5.22,5-8x,0.0,stop/<1%,True
2024-04-25,KERVN,3.37,3-5x,0.0,stop/<1%,False
2024-06-13,KERVN,5.4,5-8x,9.62,+5%+,False
2024-06-25,KERVN,15.67,8x+,0.0,stop/<1%,False
2024-06-26,KERVN,3.14,3-5x,0.0,stop/<1%,True
2024-08-06,KERVN,3.15,3-5x,0.0,stop/<1%,False
2024-09-16,KERVN,6.28,5-8x,3.48,+3%,False
2024-09-20,KERVN,5.06,5-8x,0.97,stop/<1%,False
2024-09-23,KERVN,3.05,3-5x,7.22,+5%+,False
2024-09-27,KERVN,4.0,3-5x,0.0,stop/<1%,True
2024-09-30,KERVN,3.03,3-5x,4.74,+4%,False
2024-10-01,KERVN,4.22,3-5x,1.64,+1%,False
2024-11-08,KERVN,3.38,3-5x,7.77,+5%+,False
2024-11-11,KERVN,9.59,8x+,5.17,+5%+,False
2024-11-12,KERVN,7.38,5-8x,0.0,stop/<1%,True
2024-11-14,KERVN,7.05,5-8x,20.87,+5%+,False
2024-11-18,KERVN,5.39,5-8x,8.96,+5%+,False
2025-01-09,KERVN,6.1,5-8x,3.69,+3%,False
2025-01-10,KERVN,6.43,5-8x,9.78,+5%+,False
2025-02-10,KERVN,3.85,3-5x,2.0,+2%,False
2025-02-13,KERVN,3.07,3-5x,2.54,+2%,False
2025-03-12,KERVN,5.72,5-8x,0.0,stop/<1%,False
2025-03-13,KERVN,10.94,8x+,0.0,stop/<1%,False
2025-03-14,KERVN,9.13,8x+,0.0,stop/<1%,False
2025-05-05,KERVN,4.11,3-5x,2.56,+2%,False
2025-06-04,KERVN,5.45,5-8x,3.76,+3%,False
2025-06-11,KERVN,5.82,5-8x,2.15,+2%,False
2025-06-24,KERVN,3.52,3-5x,1.61,+1%,False
2025-07-21,KERVN,3.24,3-5x,1.48,+1%,False
2025-08-05,KERVN,14.91,8x+,3.49,+3%,False
2025-08-06,KERVN,4.59,3-5x,0.0,stop/<1%,True
2025-10-13,KERVN,3.75,3-5x,0.0,stop/<1%,False
2025-12-17,KERVN,6.78,5-8x,0.92,stop/<1%,False
2026-01-26,KERVN,5.37,5-8x,10.47,+5%+,False
2026-02-16,KERVN,4.9,3-5x,8.7,+5%+,False
2026-02-25,KERVN,3.1,3-5x,0.0,stop/<1%,True
2026-02-27,KERVN,8.6,8x+,0.0,stop/<1%,False
2026-03-02,KERVN,7.49,5-8x,9.8,+5%+,False
2026-03-04,KERVN,6.06,5-8x,2.53,+2%,False
2026-05-11,KERVN,10.41,8x+,0.0,stop/<1%,False
2026-05-20,KFEIN,86.55,8x+,5.19,+5%+,True
2026-05-26,KFEIN,72.74,8x+,7.81,+5%+,False
2026-05-26,KGYO,6.6,5-8x,2.17,+2%,False
2026-05-20,KIMMR,3.16,3-5x,3.96,+3%,False
2026-05-26,KIMMR,21.64,8x+,0.17,stop/<1%,False
2026-05-26,KLGYO,20.27,8x+,0.62,stop/<1%,False
2026-05-26,KLKIM,6.19,5-8x,0.06,stop/<1%,False
2026-05-26,KLMSN,19.45,8x+,0.54,stop/<1%,False
2023-04-07,KLNMA,6.82,5-8x,0.0,stop/<1%,True
2023-07-04,KLNMA,3.51,3-5x,1.35,+1%,False
2023-07-10,KLNMA,3.89,3-5x,0.16,stop/<1%,False
2023-07-13,KLNMA,4.69,3-5x,1.78,+1%,False
2023-08-10,KLNMA,3.02,3-5x,0.55,stop/<1%,True
2023-08-18,KLNMA,12.22,8x+,4.86,+4%,False
2023-08-22,KLNMA,3.68,3-5x,0.0,stop/<1%,False
2023-09-04,KLNMA,4.9,3-5x,0.0,stop/<1%,False
2023-09-05,KLNMA,5.39,5-8x,0.0,stop/<1%,True
2023-10-13,KLNMA,6.09,5-8x,0.0,stop/<1%,True
2023-10-16,KLNMA,3.09,3-5x,2.09,+2%,False
2023-10-17,KLNMA,6.18,5-8x,2.05,+2%,False
2023-10-23,KLNMA,3.65,3-5x,0.51,stop/<1%,False
2024-02-09,KLNMA,7.0,5-8x,0.0,stop/<1%,True
2024-03-18,KLNMA,4.42,3-5x,0.0,stop/<1%,False
2024-03-21,KLNMA,3.65,3-5x,0.0,stop/<1%,True
2024-05-06,KLNMA,3.65,3-5x,0.16,stop/<1%,False
2024-05-07,KLNMA,3.42,3-5x,0.0,stop/<1%,False
2024-08-05,KLNMA,3.83,3-5x,0.0,stop/<1%,True
2024-08-28,KLNMA,13.36,8x+,0.0,stop/<1%,False
2024-08-29,KLNMA,9.81,8x+,0.0,stop/<1%,True
2024-10-16,KLNMA,4.6,3-5x,5.08,+5%+,False
2025-01-13,KLNMA,3.37,3-5x,0.0,stop/<1%,False
2025-01-20,KLNMA,3.07,3-5x,0.0,stop/<1%,False
2025-07-16,KLNMA,8.25,8x+,0.0,stop/<1%,False
2025-07-17,KLNMA,10.09,8x+,0.0,stop/<1%,True
2025-07-22,KLNMA,3.09,3-5x,5.2,+5%+,False
2025-10-08,KLNMA,6.33,5-8x,0.0,stop/<1%,False
2025-10-09,KLNMA,6.56,5-8x,0.07,stop/<1%,False
2025-10-10,KLNMA,4.69,3-5x,0.0,stop/<1%,False
2025-12-17,KLNMA,3.72,3-5x,0.0,stop/<1%,False
2025-12-31,KLNMA,3.55,3-5x,2.15,+2%,False
2026-01-16,KLNMA,3.72,3-5x,0.0,stop/<1%,False
2026-02-16,KLNMA,6.05,5-8x,1.13,+1%,False
2026-02-17,KLNMA,10.89,8x+,0.0,stop/<1%,False
2026-02-18,KLNMA,7.62,5-8x,0.0,stop/<1%,True
2026-05-06,KLNMA,3.44,3-5x,0.74,stop/<1%,False
2026-05-26,KLRHO,24.53,8x+,0.41,stop/<1%,True
2026-05-26,KLSER,5.9,5-8x,0.71,stop/<1%,False
2026-06-02,KLSER,5.16,5-8x,0.32,stop/<1%,True
2026-05-26,KLSYN,55.19,8x+,5.63,+5%+,False
2026-05-26,KLYPV,19.78,8x+,0.79,stop/<1%,False
2026-05-26,KMPUR,7.06,5-8x,4.19,+4%,False
2026-05-18,KNFRT,3.35,3-5x,0.16,stop/<1%,True
2026-05-26,KNFRT,61.32,8x+,0.54,stop/<1%,True
2026-06-03,KNFRT,8.15,8x+,6.98,+5%+,False
2026-06-04,KNFRT,9.45,8x+,4.25,+4%,True
2026-05-22,KOCMT,3.3,3-5x,9.75,+5%+,False
2026-05-26,KOCMT,18.86,8x+,1.54,+1%,False
2026-05-26,KONKA,4.33,3-5x,0.0,stop/<1%,False
2026-05-22,KOPOL,44.12,8x+,15.71,+5%+,False
2026-05-26,KOPOL,34.21,8x+,7.17,+5%+,False
2026-05-26,KORDS,11.89,8x+,3.37,+3%,False
2026-05-26,KOTON,7.43,5-8x,0.4,stop/<1%,False
2026-05-26,KRDMA,9.62,8x+,3.43,+3%,False
2026-05-26,KRDMB,13.46,8x+,7.8,+5%+,False
2026-05-14,KRONT,13.21,8x+,5.22,+5%+,False
2026-05-25,KRONT,4.57,3-5x,8.97,+5%+,False
2026-05-26,KRONT,13.95,8x+,0.0,stop/<1%,False
2026-05-26,KRPLS,70.34,8x+,1.2,+1%,False
2026-05-26,KRSTL,3.58,3-5x,2.09,+2%,False
2026-05-11,KRTEK,6.07,5-8x,4.09,+4%,False
2026-06-01,KRTEK,3.99,3-5x,5.18,+5%+,False
2026-06-05,KRTEK,6.55,5-8x,0.56,stop/<1%,False
2026-05-12,KRVGD,15.92,8x+,0.29,stop/<1%,False
2026-05-26,KRVGD,4.82,3-5x,0.31,stop/<1%,False
2026-06-02,KRVGD,5.38,5-8x,0.29,stop/<1%,True
2023-03-23,KSTUR,6.25,5-8x,0.0,stop/<1%,True
2023-04-07,KSTUR,6.46,5-8x,0.11,stop/<1%,True
2023-07-10,KSTUR,13.13,8x+,0.18,stop/<1%,False
2023-07-11,KSTUR,41.35,8x+,0.0,stop/<1%,False
2023-07-12,KSTUR,19.2,8x+,0.0,stop/<1%,True
2023-07-19,KSTUR,3.64,3-5x,0.0,stop/<1%,True
2023-08-18,KSTUR,3.75,3-5x,0.0,stop/<1%,True
2023-09-04,KSTUR,7.34,5-8x,0.0,stop/<1%,False
