tarih,hisse,kat,kat_kova,en_yuksek_%,barem,stop
2026-01-09,QNBTR,10.05,8x+,0.72,stop/<1%,False
2026-01-12,QNBTR,6.92,5-8x,7.61,+5%+,False
2026-03-24,QNBTR,6.57,5-8x,0.0,stop/<1%,False
2026-03-25,QNBTR,3.56,3-5x,0.0,stop/<1%,True
2026-04-06,QNBTR,4.92,3-5x,0.0,stop/<1%,False
2026-04-07,QNBTR,20.05,8x+,0.0,stop/<1%,True
2026-04-08,QNBTR,6.3,5-8x,6.46,+5%+,False
2026-05-26,QUAGR,47.87,8x+,0.0,stop/<1%,True
2026-05-26,RAYSG,9.89,8x+,1.35,+1%,False
2026-05-26,RGYAS,3.38,3-5x,0.0,stop/<1%,False
2026-05-26,RNPOL,9.66,8x+,0.41,stop/<1%,True
2026-05-20,RODRG,6.51,5-8x,0.0,stop/<1%,True
2026-05-26,RTALB,3.22,3-5x,1.07,+1%,False
2026-05-26,RUBNS,24.57,8x+,3.85,+3%,False
2026-05-26,RUZYE,16.15,8x+,0.0,stop/<1%,False
2026-05-22,RYSAS,10.19,8x+,5.77,+5%+,False
2026-05-26,RYSAS,396.36,8x+,8.81,+5%+,False
2026-05-26,SAFKR,7.2,5-8x,0.0,stop/<1%,False
2026-05-26,SAMAT,35.6,8x+,0.0,stop/<1%,True
2026-06-01,SAMAT,3.16,3-5x,0.0,stop/<1%,True
2026-05-22,SANEL,5.35,5-8x,14.45,+5%+,False
2026-05-26,SANEL,3.17,3-5x,6.25,+5%+,False
2026-05-20,SANFM,17.33,8x+,2.87,+2%,True
2026-05-26,SANFM,48.24,8x+,0.67,stop/<1%,False
2026-05-26,SAYAS,24.36,8x+,0.98,stop/<1%,True
2026-05-26,SDTTR,21.71,8x+,0.85,stop/<1%,True
2026-05-26,SEGMN,5.09,5-8x,0.0,stop/<1%,True
2026-05-21,SEGYO,3.17,3-5x,1.04,+1%,True
2026-05-26,SEGYO,10.06,8x+,0.64,stop/<1%,False
2026-04-30,SEKFK,19.64,8x+,0.63,stop/<1%,False
2026-05-22,SEKFK,4.6,3-5x,12.81,+5%+,False
2026-05-26,SEKFK,6.47,5-8x,0.98,stop/<1%,False
2026-05-26,SELVA,8.11,8x+,0.0,stop/<1%,True
2026-05-18,SERNT,3.33,3-5x,8.81,+5%+,False
2026-05-20,SERNT,12.34,8x+,0.85,stop/<1%,True
2026-05-26,SERNT,19.08,8x+,1.92,+1%,False
2026-05-26,SEYKM,5.77,5-8x,0.0,stop/<1%,True
2026-05-11,SILVR,4.78,3-5x,7.75,+5%+,False
2026-05-26,SILVR,17.33,8x+,3.08,+3%,False
2026-05-26,SKTAS,8.68,8x+,1.14,+1%,False
2026-05-26,SKYLP,8.84,8x+,0.0,stop/<1%,True
2026-06-03,SKYLP,4.0,3-5x,1.88,+1%,True
2026-05-26,SKYMD,84.72,8x+,0.73,stop/<1%,True
2026-05-20,SMART,8.79,8x+,2.18,+2%,True
2026-05-26,SMART,61.31,8x+,2.29,+2%,True
2026-05-26,SMRVA,19.01,8x+,0.49,stop/<1%,False
2026-05-26,SNGYO,9.35,8x+,0.84,stop/<1%,False
2026-05-15,SNICA,6.62,5-8x,1.15,+1%,True
2026-05-18,SNICA,3.19,3-5x,0.44,stop/<1%,True
2026-05-26,SNICA,10.43,8x+,0.49,stop/<1%,False
2023-05-18,SNPAM,24.46,8x+,6.84,+5%+,False
2023-06-08,SNPAM,5.97,5-8x,0.0,stop/<1%,False
2023-07-13,SNPAM,18.1,8x+,0.0,stop/<1%,False
2023-07-14,SNPAM,16.95,8x+,0.0,stop/<1%,False
2023-08-24,SNPAM,5.52,5-8x,0.0,stop/<1%,False
2023-08-25,SNPAM,7.29,5-8x,0.55,stop/<1%,True
2023-09-08,SNPAM,4.63,3-5x,0.0,stop/<1%,False
2023-10-31,SNPAM,3.8,3-5x,0.0,stop/<1%,True
2023-11-03,SNPAM,3.92,3-5x,0.21,stop/<1%,False
2023-11-08,SNPAM,5.59,5-8x,0.08,stop/<1%,False
2023-11-09,SNPAM,5.06,5-8x,0.0,stop/<1%,False
2023-11-10,SNPAM,5.9,5-8x,0.07,stop/<1%,False
2023-11-13,SNPAM,4.86,3-5x,0.0,stop/<1%,False
2023-11-14,SNPAM,6.95,5-8x,0.0,stop/<1%,True
2023-11-16,SNPAM,3.07,3-5x,20.67,+5%+,False
2024-01-19,SNPAM,5.11,5-8x,2.73,+2%,False
2024-01-30,SNPAM,4.39,3-5x,9.97,+5%+,False
2024-01-31,SNPAM,3.35,3-5x,0.0,stop/<1%,False
2024-02-01,SNPAM,4.7,3-5x,0.0,stop/<1%,False
2024-03-05,SNPAM,4.57,3-5x,0.48,stop/<1%,False
2024-04-25,SNPAM,5.82,5-8x,0.0,stop/<1%,True
2024-05-03,SNPAM,4.15,3-5x,0.0,stop/<1%,False
2024-05-06,SNPAM,11.04,8x+,0.0,stop/<1%,False
2024-09-18,SNPAM,3.16,3-5x,2.92,+2%,False
2024-09-19,SNPAM,8.25,8x+,2.91,+2%,False
2024-09-20,SNPAM,5.94,5-8x,0.0,stop/<1%,True
2024-10-30,SNPAM,3.16,3-5x,0.82,stop/<1%,False
2024-11-22,SNPAM,4.26,3-5x,9.85,+5%+,False
2024-11-26,SNPAM,3.56,3-5x,0.0,stop/<1%,False
2024-12-16,SNPAM,5.38,5-8x,1.98,+1%,False
2024-12-17,SNPAM,11.48,8x+,0.0,stop/<1%,True
2025-02-03,SNPAM,6.3,5-8x,0.0,stop/<1%,False
2025-03-10,SNPAM,3.69,3-5x,0.0,stop/<1%,False
2025-04-10,SNPAM,6.26,5-8x,9.5,+5%+,False
2025-04-11,SNPAM,4.6,3-5x,2.82,+2%,False
2025-06-13,SNPAM,3.34,3-5x,1.85,+1%,False
2025-07-18,SNPAM,5.56,5-8x,0.0,stop/<1%,False
2025-07-21,SNPAM,11.41,8x+,0.0,stop/<1%,False
2025-07-22,SNPAM,12.01,8x+,0.0,stop/<1%,False
2025-07-23,SNPAM,15.64,8x+,10.08,+5%+,False
2025-07-25,SNPAM,5.98,5-8x,0.0,stop/<1%,True
2025-07-28,SNPAM,5.72,5-8x,0.0,stop/<1%,False
2025-08-27,SNPAM,3.28,3-5x,0.0,stop/<1%,False
2025-08-28,SNPAM,5.88,5-8x,3.52,+3%,False
2025-10-31,SNPAM,4.34,3-5x,0.08,stop/<1%,False
2025-11-04,SNPAM,5.13,5-8x,0.0,stop/<1%,False
2025-12-17,SNPAM,5.49,5-8x,0.0,stop/<1%,False
2026-01-05,SNPAM,3.42,3-5x,0.07,stop/<1%,False
2026-01-28,SNPAM,4.13,3-5x,0.0,stop/<1%,False
2026-01-29,SNPAM,3.15,3-5x,1.35,+1%,False
2026-02-02,SNPAM,3.55,3-5x,0.5,stop/<1%,False
2026-02-04,SNPAM,3.17,3-5x,0.0,stop/<1%,True
2026-03-30,SNPAM,3.06,3-5x,0.0,stop/<1%,False
2026-04-15,SNPAM,6.04,5-8x,5.78,+5%+,False
2026-05-20,SNPAM,4.41,3-5x,3.21,+3%,False
2026-05-21,SNPAM,3.15,3-5x,0.0,stop/<1%,True
2023-02-27,SODSN,11.75,8x+,0.0,stop/<1%,True
2023-06-08,SODSN,35.08,8x+,0.0,stop/<1%,False
2023-06-09,SODSN,13.22,8x+,0.31,stop/<1%,False
2023-07-14,SODSN,3.4,3-5x,0.85,stop/<1%,False
2023-08-23,SODSN,3.28,3-5x,9.97,+5%+,False
2023-09-29,SODSN,4.73,3-5x,5.81,+5%+,False
2023-10-02,SODSN,4.96,3-5x,0.0,stop/<1%,False
2023-10-03,SODSN,3.37,3-5x,0.0,stop/<1%,True
2023-10-19,SODSN,4.23,3-5x,0.0,stop/<1%,False
2023-10-24,SODSN,3.27,3-5x,0.0,stop/<1%,False
2023-10-30,SODSN,3.3,3-5x,0.0,stop/<1%,False
2023-10-31,SODSN,4.06,3-5x,0.0,stop/<1%,True
2023-11-23,SODSN,7.11,5-8x,0.0,stop/<1%,True
2024-01-30,SODSN,4.24,3-5x,9.7,+5%+,False
2024-02-20,SODSN,28.66,8x+,0.0,stop/<1%,False
2024-02-21,SODSN,13.17,8x+,0.0,stop/<1%,False
2024-02-22,SODSN,5.73,5-8x,9.96,+5%+,False
2024-03-25,SODSN,3.1,3-5x,0.72,stop/<1%,False
2024-09-11,SODSN,3.46,3-5x,0.08,stop/<1%,False
2024-09-27,SODSN,5.09,5-8x,0.0,stop/<1%,True
2024-11-26,SODSN,4.42,3-5x,0.28,stop/<1%,False
2024-11-27,SODSN,3.88,3-5x,0.1,stop/<1%,False
2024-12-09,SODSN,3.61,3-5x,1.9,+1%,False
2024-12-18,SODSN,3.75,3-5x,0.0,stop/<1%,False
2024-12-30,SODSN,3.51,3-5x,4.98,+4%,False
2025-03-19,SODSN,3.58,3-5x,0.0,stop/<1%,True
2025-04-07,SODSN,4.21,3-5x,0.53,stop/<1%,False
2025-04-30,SODSN,13.62,8x+,0.0,stop/<1%,False
2025-06-23,SODSN,12.62,8x+,7.68,+5%+,False
2025-06-24,SODSN,8.21,8x+,0.0,stop/<1%,False
2025-06-25,SODSN,14.11,8x+,0.48,stop/<1%,False
2025-06-26,SODSN,3.95,3-5x,1.86,+1%,False
2025-07-16,SODSN,3.52,3-5x,0.0,stop/<1%,False
2025-07-17,SODSN,3.03,3-5x,0.0,stop/<1%,True
2025-09-08,SODSN,3.27,3-5x,0.8,stop/<1%,False
2025-09-29,SODSN,3.14,3-5x,1.85,+1%,True
2025-10-03,SODSN,3.14,3-5x,2.91,+2%,False
2025-10-30,SODSN,5.54,5-8x,0.0,stop/<1%,False
2025-11-03,SODSN,5.65,5-8x,0.0,stop/<1%,False
2025-11-04,SODSN,13.58,8x+,1.98,+1%,False
2026-01-16,SODSN,9.34,8x+,0.0,stop/<1%,False
2026-01-19,SODSN,4.63,3-5x,2.42,+2%,False
2026-02-13,SODSN,3.38,3-5x,0.0,stop/<1%,False
2026-04-27,SODSN,3.61,3-5x,2.33,+2%,False
2026-05-07,SODSN,3.56,3-5x,4.97,+4%,False
2026-05-26,SOKE,8.66,8x+,0.91,stop/<1%,False
2026-05-26,SRVGY,8.84,8x+,0.66,stop/<1%,False
2023-03-17,SUMAS,16.18,8x+,0.0,stop/<1%,False
2023-03-20,SUMAS,8.57,8x+,0.0,stop/<1%,True
2023-05-03,SUMAS,12.86,8x+,0.0,stop/<1%,True
2023-08-18,SUMAS,4.11,3-5x,0.0,stop/<1%,True
2023-08-22,SUMAS,3.68,3-5x,9.95,+5%+,False
2023-09-12,SUMAS,6.02,5-8x,0.0,stop/<1%,False
2023-09-13,SUMAS,7.02,5-8x,0.0,stop/<1%,False
2023-09-14,SUMAS,4.79,3-5x,0.0,stop/<1%,False
2023-10-23,SUMAS,4.78,3-5x,0.0,stop/<1%,False
2023-10-24,SUMAS,4.64,3-5x,9.98,+5%+,False
2023-10-25,SUMAS,4.07,3-5x,0.0,stop/<1%,True
2023-10-27,SUMAS,5.65,5-8x,0.0,stop/<1%,False
2023-10-30,SUMAS,5.13,5-8x,10.0,+5%+,False
2023-10-31,SUMAS,4.19,3-5x,0.0,stop/<1%,True
2023-11-01,SUMAS,3.2,3-5x,0.0,stop/<1%,False
2024-01-11,SUMAS,3.05,3-5x,0.0,stop/<1%,False
2024-03-15,SUMAS,3.63,3-5x,3.1,+3%,False
2024-04-22,SUMAS,4.16,3-5x,7.55,+5%+,False
2024-07-08,SUMAS,4.83,3-5x,12.46,+5%+,False
2024-09-12,SUMAS,4.58,3-5x,11.08,+5%+,False
2024-09-18,SUMAS,4.37,3-5x,0.0,stop/<1%,True
2024-12-10,SUMAS,3.37,3-5x,1.85,+1%,False
2024-12-13,SUMAS,3.29,3-5x,0.2,stop/<1%,False
2025-01-07,SUMAS,4.01,3-5x,0.0,stop/<1%,False
2025-01-13,SUMAS,4.04,3-5x,2.19,+2%,False
2025-01-22,SUMAS,5.73,5-8x,2.28,+2%,False
2025-02-25,SUMAS,19.82,8x+,0.0,stop/<1%,True
2025-03-26,SUMAS,5.95,5-8x,0.0,stop/<1%,False
2025-05-02,SUMAS,6.13,5-8x,2.99,+2%,False
2025-05-23,SUMAS,5.73,5-8x,3.11,+3%,False
2025-06-05,SUMAS,6.42,5-8x,0.08,stop/<1%,False
2025-07-30,SUMAS,3.49,3-5x,0.0,stop/<1%,False
2025-08-01,SUMAS,6.8,5-8x,0.0,stop/<1%,True
2025-08-04,SUMAS,5.1,5-8x,0.0,stop/<1%,False
2025-08-15,SUMAS,3.03,3-5x,0.32,stop/<1%,False
2025-08-29,SUMAS,5.38,5-8x,0.0,stop/<1%,False
2025-10-06,SUMAS,3.13,3-5x,6.47,+5%+,False
2025-10-22,SUMAS,5.44,5-8x,3.72,+3%,False
2025-10-24,SUMAS,3.27,3-5x,9.69,+5%+,False
2025-11-04,SUMAS,3.52,3-5x,0.0,stop/<1%,False
2025-12-03,SUMAS,6.59,5-8x,3.47,+3%,False
2025-12-04,SUMAS,3.38,3-5x,2.33,+2%,False
2026-01-06,SUMAS,3.67,3-5x,5.31,+5%+,False
2026-02-05,SUMAS,4.46,3-5x,5.18,+5%+,False
2026-02-16,SUMAS,4.75,3-5x,2.49,+2%,False
2026-02-24,SUMAS,4.44,3-5x,0.0,stop/<1%,False
2026-02-26,SUMAS,7.01,5-8x,6.21,+5%+,False
2026-03-23,SUMAS,3.18,3-5x,0.0,stop/<1%,True
2026-04-20,SUMAS,3.23,3-5x,5.19,+5%+,False
2026-04-30,SUMAS,6.8,5-8x,0.0,stop/<1%,True
2026-05-04,SUMAS,4.04,3-5x,5.83,+5%+,False
2026-05-06,SUMAS,4.45,3-5x,5.21,+5%+,False
2026-05-07,SUMAS,6.57,5-8x,7.44,+5%+,False
2026-05-26,SUNTK,28.3,8x+,8.43,+5%+,False
2026-05-26,SURGY,5.68,5-8x,0.93,stop/<1%,False
2026-05-26,SUWEN,26.27,8x+,1.98,+1%,False
2026-05-26,SVGYO,16.99,8x+,2.11,+2%,True
2026-05-15,TARKM,4.24,3-5x,1.52,+1%,False
2026-05-25,TARKM,3.82,3-5x,6.08,+5%+,False
2026-05-26,TARKM,37.16,8x+,6.42,+5%+,False
2026-05-26,TATEN,10.61,8x+,0.0,stop/<1%,True
2026-05-26,TATGD,4.96,3-5x,0.95,stop/<1%,False
2026-05-12,TBORG,16.19,8x+,0.0,stop/<1%,False
2026-05-26,TBORG,8.56,8x+,0.0,stop/<1%,True
2026-05-26,TCKRC,98.22,8x+,0.93,stop/<1%,True
2026-05-26,TDGYO,9.38,8x+,0.0,stop/<1%,True
2026-05-22,TEHOL,4.71,3-5x,12.56,+5%+,False
2026-05-26,TEHOL,16.83,8x+,2.9,+2%,False
2026-05-26,TEKTU,20.5,8x+,8.8,+5%+,False
2026-05-26,TERA,28.85,8x+,1.29,+1%,True
2026-05-22,TEZOL,3.03,3-5x,8.62,+5%+,False
2026-05-26,TEZOL,10.12,8x+,3.52,+3%,False
2026-05-18,TGSAS,50.38,8x+,5.21,+5%+,False
2026-05-26,TGSAS,6.99,5-8x,0.06,stop/<1%,False
2026-05-26,TKNSA,8.83,8x+,0.58,stop/<1%,False
2026-05-12,TLMAN,24.53,8x+,0.57,stop/<1%,False
2026-05-26,TLMAN,15.26,8x+,2.88,+2%,False
2026-05-26,TMPOL,10.24,8x+,0.99,stop/<1%,False
2026-05-26,TNZTP,77.04,8x+,0.94,stop/<1%,False
2026-05-15,TRALT,4.41,3-5x,0.04,stop/<1%,False
2026-05-26,TRALT,9.66,8x+,0.53,stop/<1%,True
2026-05-13,TRCAS,5.14,5-8x,3.06,+3%,False
2026-05-22,TRCAS,3.96,3-5x,4.79,+4%,False
2026-05-26,TRCAS,11.15,8x+,0.26,stop/<1%,False
2026-05-26,TRENJ,18.31,8x+,0.75,stop/<1%,True
2026-05-21,TRGYO,6.81,5-8x,0.11,stop/<1%,True
2026-05-26,TRGYO,36.1,8x+,0.0,stop/<1%,True
2026-05-22,TRHOL,3.47,3-5x,11.61,+5%+,False
2026-05-26,TRHOL,5.4,5-8x,3.29,+3%,False
2026-05-26,TRILC,4.44,3-5x,1.64,+1%,False
2026-05-26,TRMET,19.47,8x+,0.53,stop/<1%,True
2026-05-11,TSGYO,4.31,3-5x,0.56,stop/<1%,False
2026-05-26,TSGYO,8.05,8x+,0.78,stop/<1%,False
2026-05-18,TSPOR,7.28,5-8x,0.0,stop/<1%,False
2026-05-21,TSPOR,5.64,5-8x,1.03,+1%,True
2026-05-26,TTRAK,11.08,8x+,0.55,stop/<1%,False
2026-05-15,TUCLK,3.86,3-5x,1.74,+1%,False
2026-05-18,TUCLK,3.18,3-5x,1.73,+1%,True
2026-05-26,TUCLK,71.19,8x+,2.46,+2%,False
2026-05-26,TUKAS,10.94,8x+,0.41,stop/<1%,False
2026-05-26,TUREX,11.41,8x+,0.48,stop/<1%,False
2026-06-04,TUREX,5.06,5-8x,7.61,+5%+,True
2026-05-15,UCAYM,8.99,8x+,2.82,+2%,False
2026-05-22,UCAYM,3.5,3-5x,10.07,+5%+,False
2026-05-26,UCAYM,166.31,8x+,1.95,+1%,True
2026-05-07,UFUK,121.92,8x+,1.21,+1%,False
2026-05-20,UFUK,11.3,8x+,0.0,stop/<1%,True
2026-06-04,UFUK,27.88,8x+,0.0,stop/<1%,True
2026-05-15,ULAS,3.05,3-5x,2.99,+2%,False
2026-05-26,ULAS,27.93,8x+,0.51,stop/<1%,False
2026-05-26,ULUFA,5.51,5-8x,0.26,stop/<1%,False
2026-06-05,ULUFA,8.57,8x+,5.0,+5%+,False
2026-05-26,ULUSE,70.48,8x+,0.0,stop/<1%,True
2026-05-26,ULUUN,3.43,3-5x,1.44,+1%,False
2020-05-13,UMPAS,20.03,8x+,1.27,+1%,False
2020-05-15,UMPAS,4.55,3-5x,0.0,stop/<1%,False
2020-12-11,UMPAS,33.3,8x+,0.0,stop/<1%,False
2020-12-14,UMPAS,10.27,8x+,21.31,+5%+,False
2021-02-09,UMPAS,3.97,3-5x,0.0,stop/<1%,True
2021-03-22,UMPAS,4.54,3-5x,1.22,+1%,False
2021-03-26,UMPAS,3.37,3-5x,0.0,stop/<1%,False
2021-03-29,UMPAS,3.59,3-5x,0.0,stop/<1%,True
2021-04-09,UMPAS,3.05,3-5x,0.0,stop/<1%,True
2022-12-20,UMPAS,30.59,8x+,0.0,stop/<1%,False
2022-12-21,UMPAS,41.99,8x+,0.0,stop/<1%,False
2022-12-22,UMPAS,10.57,8x+,0.0,stop/<1%,False
2022-12-27,UMPAS,6.42,5-8x,0.0,stop/<1%,True
2022-12-30,UMPAS,4.44,3-5x,19.35,+5%+,False
2023-04-24,UMPAS,6.07,5-8x,0.0,stop/<1%,True
2023-07-11,UMPAS,6.03,5-8x,0.25,stop/<1%,False
2023-07-14,UMPAS,4.31,3-5x,0.21,stop/<1%,False
2023-08-01,UMPAS,3.08,3-5x,2.0,+2%,False
2023-08-22,UMPAS,6.59,5-8x,0.0,stop/<1%,False
2023-08-23,UMPAS,4.84,3-5x,0.0,stop/<1%,True
2023-08-29,UMPAS,6.01,5-8x,9.62,+5%+,False
2023-09-05,UMPAS,3.29,3-5x,0.0,stop/<1%,False
2023-09-06,UMPAS,7.09,5-8x,0.0,stop/<1%,True
2023-10-18,UMPAS,3.85,3-5x,6.72,+5%+,False
2023-10-24,UMPAS,5.62,5-8x,0.0,stop/<1%,False
2023-10-25,UMPAS,6.59,5-8x,0.0,stop/<1%,True
2023-12-06,UMPAS,10.38,8x+,0.0,stop/<1%,False
2023-12-07,UMPAS,14.26,8x+,0.0,stop/<1%,True
2023-12-11,UMPAS,12.59,8x+,0.0,stop/<1%,True
2024-01-24,UMPAS,22.82,8x+,0.0,stop/<1%,True
2024-02-02,UMPAS,4.39,3-5x,1.3,+1%,True
2024-03-04,UMPAS,3.54,3-5x,0.0,stop/<1%,False
2024-05-06,UMPAS,3.36,3-5x,0.0,stop/<1%,False
2024-07-01,UMPAS,4.87,3-5x,2.63,+2%,False
2024-07-30,UMPAS,8.78,8x+,8.3,+5%+,False
2026-05-13,UNLU,6.93,5-8x,1.84,+1%,True
2026-05-14,UNLU,3.97,3-5x,2.69,+2%,False
2026-05-26,UNLU,9.98,8x+,1.37,+1%,False
2026-05-26,USAK,6.2,5-8x,0.63,stop/<1%,False
2026-05-26,VAKFA,6.65,5-8x,0.08,stop/<1%,False
2026-05-26,VAKFN,13.84,8x+,0.58,stop/<1%,False
2026-05-26,VAKKO,15.01,8x+,0.07,stop/<1%,False
2026-05-26,VANGD,6.41,5-8x,5.29,+5%+,False
2026-05-20,VBTYZ,9.64,8x+,1.3,+1%,True
2026-05-26,VBTYZ,24.55,8x+,1.4,+1%,True
2026-05-15,VERTU,4.37,3-5x,0.46,stop/<1%,True
2026-05-21,VERTU,63.65,8x+,0.09,stop/<1%,True
2026-05-22,VERTU,6.58,5-8x,14.91,+5%+,False
2026-05-26,VERTU,5.82,5-8x,1.7,+1%,False
2026-05-20,VERUS,3.88,3-5x,2.4,+2%,False
2026-05-21,VERUS,5.69,5-8x,2.71,+2%,False
2026-05-22,VERUS,10.41,8x+,4.71,+4%,False
2026-05-26,VERUS,27.62,8x+,0.69,stop/<1%,False
2026-05-26,VESBE,8.0,8x+,1.04,+1%,False
2026-05-18,VKFYO,7.64,5-8x,0.95,stop/<1%,False
2026-05-26,VKFYO,4.95,3-5x,0.97,stop/<1%,False
2026-05-26,VKGYO,8.87,8x+,0.37,stop/<1%,False
2026-05-08,VKING,7.64,5-8x,0.49,stop/<1%,False
2026-05-11,VKING,3.98,3-5x,2.06,+2%,False
2026-05-26,VKING,15.4,8x+,0.93,stop/<1%,False
2026-05-14,VRGYO,4.41,3-5x,0.42,stop/<1%,False
2026-05-21,VRGYO,5.42,5-8x,0.45,stop/<1%,True
2026-05-26,VRGYO,7.97,5-8x,1.38,+1%,False
2026-05-26,VSNMD,94.59,8x+,0.72,stop/<1%,True
2026-05-26,YAPRK,10.21,8x+,2.43,+2%,False
2026-05-18,YATAS,8.72,8x+,0.0,stop/<1%,True
2026-05-26,YATAS,8.16,8x+,0.98,stop/<1%,False
2026-05-26,YAYLA,5.17,5-8x,0.0,stop/<1%,True
2022-07-20,YBTAS,6.32,5-8x,2.03,+2%,False
2022-08-01,YBTAS,4.8,3-5x,0.0,stop/<1%,False
2022-08-02,YBTAS,22.33,8x+,0.0,stop/<1%,True
2022-08-18,YBTAS,3.47,3-5x,7.81,+5%+,False
2022-09-05,YBTAS,12.71,8x+,4.76,+4%,False
2022-10-21,YBTAS,4.39,3-5x,0.83,stop/<1%,False
2022-11-07,YBTAS,4.76,3-5x,2.57,+2%,False
2022-11-24,YBTAS,3.05,3-5x,0.0,stop/<1%,False
2022-11-25,YBTAS,4.24,3-5x,0.0,stop/<1%,False
2023-02-01,YBTAS,3.53,3-5x,0.0,stop/<1%,False
2023-02-03,YBTAS,4.76,3-5x,1.64,+1%,False
2023-03-08,YBTAS,5.0,3-5x,4.17,+4%,False
2023-03-15,YBTAS,5.1,5-8x,4.61,+4%,False
2023-04-17,YBTAS,3.03,3-5x,0.0,stop/<1%,True
2023-05-26,YBTAS,3.13,3-5x,3.18,+3%,False
2023-05-31,YBTAS,4.74,3-5x,13.1,+5%+,False
2023-06-08,YBTAS,3.75,3-5x,0.0,stop/<1%,False
2023-07-04,YBTAS,3.91,3-5x,0.0,stop/<1%,True
2023-07-14,YBTAS,3.77,3-5x,0.0,stop/<1%,True
2023-08-15,YBTAS,4.21,3-5x,3.85,+3%,False
2023-09-05,YBTAS,3.48,3-5x,0.0,stop/<1%,False
2023-09-12,YBTAS,3.9,3-5x,0.0,stop/<1%,True
2023-09-25,YBTAS,3.45,3-5x,0.0,stop/<1%,True
2023-10-20,YBTAS,4.35,3-5x,0.03,stop/<1%,False
2023-10-23,YBTAS,4.62,3-5x,0.0,stop/<1%,False
2023-10-24,YBTAS,4.42,3-5x,0.0,stop/<1%,False
2023-10-25,YBTAS,6.97,5-8x,0.0,stop/<1%,True
2023-12-27,YBTAS,5.21,5-8x,0.6,stop/<1%,False
2024-01-26,YBTAS,3.67,3-5x,4.1,+4%,False
2024-01-30,YBTAS,5.96,5-8x,0.0,stop/<1%,True
2024-03-28,YBTAS,9.76,8x+,0.16,stop/<1%,False
2024-05-10,YBTAS,5.64,5-8x,0.0,stop/<1%,False
2024-05-13,YBTAS,3.75,3-5x,7.71,+5%+,False
2024-08-14,YBTAS,6.67,5-8x,0.0,stop/<1%,True
2024-08-27,YBTAS,3.64,3-5x,0.75,stop/<1%,False
2024-09-11,YBTAS,4.67,3-5x,0.0,stop/<1%,False
2024-10-14,YBTAS,3.68,3-5x,0.0,stop/<1%,False
2024-11-14,YBTAS,3.24,3-5x,1.92,+1%,False
2024-12-04,YBTAS,3.2,3-5x,0.2,stop/<1%,False
2025-01-30,YBTAS,4.85,3-5x,0.0,stop/<1%,True
2025-03-17,YBTAS,3.27,3-5x,0.0,stop/<1%,False
2025-03-20,YBTAS,8.89,8x+,0.0,stop/<1%,False
2025-03-24,YBTAS,3.16,3-5x,0.0,stop/<1%,False
2025-03-25,YBTAS,23.41,8x+,0.0,stop/<1%,True
2025-03-26,YBTAS,6.14,5-8x,0.0,stop/<1%,False
2025-03-27,YBTAS,3.93,3-5x,0.0,stop/<1%,False
2025-05-06,YBTAS,4.42,3-5x,0.0,stop/<1%,True
2025-05-07,YBTAS,5.21,5-8x,2.07,+2%,False
2025-05-08,YBTAS,4.0,3-5x,2.45,+2%,False
2025-05-29,YBTAS,4.46,3-5x,0.0,stop/<1%,True
2025-08-04,YBTAS,3.75,3-5x,0.0,stop/<1%,True
2025-08-08,YBTAS,6.03,5-8x,0.0,stop/<1%,False
2025-09-08,YBTAS,19.57,8x+,0.0,stop/<1%,True
2025-11-06,YBTAS,5.53,5-8x,0.07,stop/<1%,False
2025-12-03,YBTAS,6.4,5-8x,0.0,stop/<1%,True
2026-01-20,YBTAS,5.24,5-8x,3.3,+3%,False
2026-01-29,YBTAS,3.72,3-5x,0.0,stop/<1%,False
2026-03-11,YBTAS,9.73,8x+,6.59,+5%+,False
2026-03-12,YBTAS,22.48,8x+,0.87,stop/<1%,False
2026-03-16,YBTAS,5.83,5-8x,5.77,+5%+,False
2026-06-05,YBTAS,4.32,3-5x,7.3,+5%+,False
2026-05-22,YEOTK,3.5,3-5x,9.98,+5%+,False
2026-05-26,YEOTK,23.65,8x+,0.0,stop/<1%,True
2026-05-26,YESIL,38.07,8x+,9.27,+5%+,False
2026-05-13,YGGYO,3.8,3-5x,0.29,stop/<1%,False
2026-05-15,YGGYO,13.29,8x+,3.57,+3%,False
2026-05-26,YGGYO,14.25,8x+,5.74,+5%+,False
2026-05-26,YIGIT,28.47,8x+,2.07,+2%,False
2026-05-26,YKSLN,4.1,3-5x,2.6,+2%,False
2023-03-13,YONGA,5.43,5-8x,0.0,stop/<1%,False
2023-03-14,YONGA,8.18,8x+,4.57,+4%,False
2023-07-07,YONGA,4.41,3-5x,0.24,stop/<1%,False
2023-07-10,YONGA,3.97,3-5x,0.0,stop/<1%,False
2023-08-10,YONGA,5.7,5-8x,0.39,stop/<1%,False
2023-08-29,YONGA,4.88,3-5x,0.39,stop/<1%,False
2023-09-01,YONGA,7.95,5-8x,15.97,+5%+,False
2023-09-06,YONGA,3.64,3-5x,1.27,+1%,False
2023-09-08,YONGA,3.25,3-5x,0.0,stop/<1%,True
2023-10-18,YONGA,4.45,3-5x,0.0,stop/<1%,True
2023-10-23,YONGA,3.93,3-5x,0.0,stop/<1%,False
2023-10-24,YONGA,3.35,3-5x,3.08,+3%,False
2023-10-25,YONGA,3.05,3-5x,0.0,stop/<1%,True
2023-12-05,YONGA,5.8,5-8x,0.0,stop/<1%,False
