tarih,giris,cikis,sonuc,getiri_brut,getiri_net,kat,acilis_ciro,hisse,hedef
2025-08-01,6.23422396,6.1095394808,stop,-0.020000000000000018,-0.027000000000000017,38.59550342512544,69611344.0,ISKPL,0.01
2025-08-04,4.88006876,4.7824673848,stop,-0.020000000000000018,-0.027000000000000017,5.697187143252198,38628104.506944016,ISKPL,0.01
2025-08-20,6.42,6.2916,stop,-0.020000000000000018,-0.027000000000000017,7.051926378600329,1885432.02,ISKPL,0.01
2025-09-04,5.85,5.9085,hedef,0.010000000000000009,0.0030000000000000087,175.93103096428928,58502515.5,ISKPL,0.01
2025-10-27,9.45,9.261,stop,-0.020000000000000018,-0.027000000000000017,3.1180002116296035,1058144.8499999999,ISKPL,0.01
2025-10-28,9.19,9.2819,hedef,0.010000000000000009,0.0030000000000000087,14.333546481179816,4527828.04,ISKPL,0.01
2025-11-25,10.16,9.9568,stop,-0.020000000000000018,-0.027000000000000017,4.02955780867017,452202.8,ISKPL,0.01
2025-11-27,9.05,9.140500000000001,hedef,0.010000000000000009,0.0030000000000000087,3.4739015969605727,398851.60000000003,ISKPL,0.01
2025-12-08,10.56,10.665600000000001,hedef,0.010000000000000009,0.0030000000000000087,4.899634142705641,1214811.84,ISKPL,0.01
2025-12-12,11.24,11.352400000000001,hedef,0.010000000000000009,0.0030000000000000087,3.943125579956696,1838993.52,ISKPL,0.01
2025-12-15,12.15,12.2715,hedef,0.010000000000000009,0.0030000000000000087,3.888139595953461,2644483.95,ISKPL,0.01
2026-02-02,11.44,11.5544,hedef,0.010000000000000009,0.0030000000000000087,5.745279934613813,1609721.15,ISKPL,0.01
2026-02-09,11.3,11.22,kapanis,-0.0070796460176991705,-0.01407964601769917,3.4515149046128064,1340315.6,ISKPL,0.01
2026-02-20,12.03,12.1503,hedef,0.010000000000000009,0.0030000000000000087,3.2180207625512467,2210676.0,ISKPL,0.01
2026-02-23,13.49,13.2202,stop,-0.020000000000000018,-0.027000000000000017,12.554321980349638,12784769.78,ISKPL,0.01
2026-02-24,12.7,12.827,hedef,0.010000000000000009,0.0030000000000000087,5.662942146089001,11392077.799999999,ISKPL,0.01
2026-03-18,11.93,11.6914,stop,-0.020000000000000018,-0.027000000000000017,4.307485393326345,6461061.33,ISKPL,0.01
2026-03-19,12.14,12.2614,hedef,0.010000000000000009,0.0030000000000000087,46.53038022677202,99552828.0,ISKPL,0.01
2026-05-04,21.02,21.2302,hedef,0.010000000000000009,0.0030000000000000087,5.354603621231478,12516462.0,ISKPL,0.01
2026-05-20,21.6,21.168,stop,-0.02000000000000013,-0.027000000000000128,3.508205228732174,16003742.4,ISKPL,0.01
2026-05-26,12.8,12.8,kapanis,0.0,-0.007,124.34270116148471,465178321.4,ISKPL,0.01
2026-06-05,15.21,15.362100000000002,hedef,0.010000000000000009,0.0030000000000000087,3.0942663901503744,208448258.85000002,ISKPL,0.01
2024-07-23,3.2416537,3.274070237,hedef,0.010000000000000009,0.0030000000000000087,3.2723589212167026,24253687.86000001,EFOR,0.01
