ilk_bar_tepe,ilk_bar_dip,ilk_bar_kapanis,ilk_saat_hareket,gun_sonu,sinyal,hisse
0.0,0.0,0.0,-0.004972032666529569,-0.016780610249537364,False,ISKPL
0.0,0.0,0.0,0.0006301197675029346,-0.02142407209509456,False,ISKPL
0.0,0.0,0.0,0.0,0.03461538711656198,False,ISKPL
0.0,0.0,0.0,-0.0006195787297639255,0.0049566298381102936,False,ISKPL
0.0,0.0,0.0,0.0006169031891039012,0.027143735974492378,False,ISKPL
0.0,0.0,0.0,0.0,0.0173652707064349,False,ISKPL
0.0,0.0,0.0,0.0,0.018845702153739374,False,ISKPL
0.0,0.0,0.0,-0.004629629950501202,0.00983796364481515,False,ISKPL
0.0,0.0,0.0,-0.002857143052677147,0.023999997616783064,False,ISKPL
0.0,0.0,0.0,0.0,-0.0275938209156531,True,ISKPL
0.0,0.0,0.0,-0.0011350738614860356,0.0011350738614859246,False,ISKPL
0.0,0.0,0.0,-0.0044943823426580876,-0.015730338199302918,False,ISKPL
0.0,0.0,0.0,-0.0011370097465513984,-0.09096077171389527,False,ISKPL
0.0,0.0,0.0,0.0,-0.0279850765886005,False,ISKPL
0.0,0.0,0.0,0.0031847136044458324,-0.0031847136044457214,False,ISKPL
0.0,0.0,0.0,0.0,0.024683546064760753,False,ISKPL
0.0,0.0,0.0,0.0,0.03167701647555399,False,ISKPL
0.0,0.0,0.0,-0.0012026459074170326,0.03367408540767691,False,ISKPL
0.0,0.0,0.0,-0.005235602459011335,0.005817336065568002,True,ISKPL
0.0,0.0,0.0,-0.0033994336720007956,-0.036260621843181795,True,ISKPL
0.0,0.0,0.0,0.0011757790363413623,-0.01528512747243882,False,ISKPL
0.0,0.0,0.0,0.0,0.01723113610438598,False,ISKPL
0.0,0.0,0.0,0.0,-0.001168224380789784,False,ISKPL
0.0,0.0,0.0,-0.0005858231225311927,0.02519039426884606,False,ISKPL
0.0,0.0,0.0,0.0034285676375080953,0.010285710963932937,False,ISKPL
0.0,0.0,0.0,0.006849315564246172,-0.030251139720979037,False,ISKPL
